bowler,venue,format,innings,balls,runs_given,wickets,dot_balls,economy,average,dot_pct
DS Kulkarni,Dr DY Patil Sports Academy,IPL,4,66,67,5,34,6.09,13.4,51.52
DS Kulkarni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,IPL,1,18,9,2,13,3.0,4.5,72.22
DS Kulkarni,Dubai International Cricket Stadium,IPL,1,18,18,0,11,6.0,18.0,61.11
DS Kulkarni,Eden Gardens,IPL,3,54,73,1,22,8.11,73.0,40.74
DS Kulkarni,Eden Gardens,ODI,1,60,38,4,37,3.8,9.5,61.67
DS Kulkarni,Edgbaston,ODI,1,42,35,0,23,5.0,35.0,54.76
DS Kulkarni,Feroz Shah Kotla,IPL,5,90,113,4,35,7.53,28.25,38.89
DS Kulkarni,Green Park,IPL,3,72,105,5,32,8.75,21.0,44.44
DS Kulkarni,Harare Sports Club,ODI,5,260,199,8,166,4.59,24.88,63.85
DS Kulkarni,Harare Sports Club,T20I,2,48,61,3,25,7.62,20.33,52.08
DS Kulkarni,Himachal Pradesh Cricket Association Stadium,IPL,1,4,12,0,1,18.0,12.0,25.0
DS Kulkarni,JSCA International Stadium Complex,ODI,2,90,117,4,37,7.8,29.25,41.11
DS Kulkarni,Kingsmead,IPL,2,30,47,0,12,9.4,47.0,40.0
DS Kulkarni,M Chinnaswamy Stadium,IPL,5,109,168,9,46,9.25,18.67,42.2
DS Kulkarni,M.Chinnaswamy Stadium,IPL,1,6,14,0,1,14.0,14.0,16.67
DS Kulkarni,MA Chidambaram Stadium,IPL,1,25,37,1,12,8.88,37.0,48.0
DS Kulkarni,"MA Chidambaram Stadium, Chepauk",IPL,1,19,25,1,7,7.89,25.0,36.84
DS Kulkarni,Maharashtra Cricket Association Stadium,IPL,3,60,78,3,27,7.8,26.0,45.0
DS Kulkarni,Punjab Cricket Association IS Bindra Stadium,IPL,1,24,38,1,11,9.5,38.0,45.83
DS Kulkarni,"Punjab Cricket Association IS Bindra Stadium, Mohali",IPL,1,24,24,1,9,6.0,24.0,37.5
DS Kulkarni,"Punjab Cricket Association Stadium, Mohali",IPL,2,37,67,3,14,10.86,22.33,37.84
DS Kulkarni,Rajiv Gandhi International Stadium,IPL,2,35,58,0,15,9.94,58.0,42.86
DS Kulkarni,"Rajiv Gandhi International Stadium, Uppal",IPL,3,48,47,3,24,5.88,15.67,50.0
DS Kulkarni,"Rajiv Gandhi International Stadium, Uppal",ODI,1,57,59,1,29,6.21,59.0,50.88
DS Kulkarni,"Sardar Patel Stadium, Motera",IPL,5,103,119,2,45,6.93,59.5,43.69
DS Kulkarni,Saurashtra Cricket Association Stadium,IPL,6,107,179,3,31,10.04,59.67,28.97
DS Kulkarni,Sawai Mansingh Stadium,IPL,12,222,318,9,94,8.59,35.33,42.34
DS Kulkarni,Sharjah Cricket Stadium,IPL,2,42,72,1,17,10.29,72.0,40.48
DS Kulkarni,Sheikh Zayed Stadium,IPL,1,24,24,2,12,6.0,12.0,50.0
DS Kulkarni,Shere Bangla National Stadium,ODI,2,90,79,3,52,5.27,26.33,57.78
DS Kulkarni,St George's Park,IPL,2,48,70,2,20,8.75,35.0,41.67
DS Kulkarni,SuperSport Park,IPL,3,60,83,3,26,8.3,27.67,43.33
DS Kulkarni,Wankhede Stadium,IPL,15,329,455,25,145,8.3,18.2,44.07
DS Lehmann,Adelaide Oval,ODI,1,24,25,1,8,6.25,25.0,33.33
DS Lehmann,Adelaide Oval,Test,1,108,57,2,77,3.17,28.5,71.3
DS Lehmann,Brisbane Cricket Ground,Test,1,24,12,0,13,3.0,12.0,54.17
DS Lehmann,"Brisbane Cricket Ground, Woolloongabba",ODI,1,42,34,1,15,4.86,34.0,35.71
DS Lehmann,"Brisbane Cricket Ground, Woolloongabba, Brisbane",ODI,1,12,17,0,3,8.5,17.0,25.0
DS Lehmann,"Bundaberg Rum Stadium, Cairns",ODI,1,25,16,3,13,3.84,5.33,52.0
DS Lehmann,Docklands Stadium,ODI,1,54,35,2,25,3.89,17.5,46.3
DS Lehmann,Edgbaston,ODI,1,36,29,0,11,4.83,29.0,30.56
DS Lehmann,Galle International Stadium,Test,1,12,9,0,6,4.5,9.0,50.0
DS Lehmann,Harare Sports Club,ODI,2,63,40,6,34,3.81,6.67,53.97
DS Lehmann,Kennington Oval,ODI,1,30,16,1,14,3.2,16.0,46.67
DS Lehmann,"Kingsmead, Durban",ODI,1,36,23,2,18,3.83,11.5,50.0
DS Lehmann,Lord's,ODI,1,30,24,0,13,4.8,24.0,43.33
DS Lehmann,MA Chidambaram Stadium,Test,1,30,26,0,17,5.2,26.0,56.67
DS Lehmann,Melbourne Cricket Ground,ODI,1,24,29,0,8,7.25,29.0,33.33
DS Lehmann,"New Wanderers Stadium, Johannesburg",ODI,1,12,22,0,5,11.0,22.0,41.67
DS Lehmann,"Queen's Park (New), St George's, Grenada",ODI,2,15,38,1,4,15.2,38.0,26.67
DS Lehmann,"St George's Park, Port Elizabeth",ODI,2,66,38,0,33,3.45,38.0,50.0
DS Lehmann,"SuperSport Park, Centurion",ODI,2,54,36,2,31,4.0,18.0,57.41
DS Lehmann,Sydney Cricket Ground,ODI,2,62,75,3,29,7.26,25.0,46.77
DS Lehmann,W.A.C.A. Ground,Test,1,24,5,0,22,1.25,5.0,91.67
DS Lehmann,"Western Australia Cricket Association Ground, Perth",Test,1,200,64,3,175,1.92,21.33,87.5
DS Rathi,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",IPL,10,241,308,8,73,7.67,38.5,30.29
DS Rathi,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",IPL,1,24,31,2,10,7.75,15.5,41.67
DS Rathi,"Eden Gardens, Kolkata",IPL,2,48,61,2,17,7.62,30.5,35.42
DS Rathi,"Himachal Pradesh Cricket Association Stadium, Dharamsala",IPL,1,24,46,2,6,11.5,23.0,25.0
DS Rathi,"M Chinnaswamy Stadium, Bengaluru",IPL,1,24,51,0,4,12.75,51.0,16.67
DS Rathi,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",IPL,2,49,86,2,13,10.53,43.0,26.53
DS Rathi,"Sawai Mansingh Stadium, Jaipur",IPL,1,24,30,0,7,7.5,30.0,29.17
DS Rathi,"Wankhede Stadium, Mumbai",IPL,1,24,48,1,5,12.0,48.0,20.83
DS Smith,"Beausejour Stadium, Gros Islet",ODI,1,12,12,0,4,6.0,12.0,33.33
DS Smith,Feroz Shah Kotla,ODI,1,5,5,0,1,6.0,5.0,20.0
DS Smith,"Queen's Park Oval, Port of Spain",Test,1,6,3,0,4,3.0,3.0,66.67
DS Vlachopoulou,"Marina Ground, Corfu",T20I,1,2,1,1,2,3.0,1.0,100.0
DS Vlachopoulou,"Moara Vlasiei Cricket Ground, Ilfov County",T20I,2,18,8,1,15,2.67,8.0,83.33
DS Wesonga,Entebbe Cricket Oval,T20I,1,12,19,0,5,9.5,19.0,41.67
DSK Madushanka,"Shere Bangla National Stadium, Mirpur",ODI,1,37,26,3,23,4.22,8.67,62.16
DSK Madushanka,"Shere Bangla National Stadium, Mirpur",T20I,1,18,41,0,7,13.67,41.0,38.89
DSK Madushanka,Sylhet International Cricket Stadium,T20I,1,13,23,2,7,10.62,11.5,53.85
DT Christian,AMI Stadium,T20I,1,12,30,0,2,15.0,30.0,16.67
DT Christian,Adelaide Oval,ODI,3,132,96,0,61,4.36,96.0,46.21
DT Christian,"Arnos Vale Ground, Kingstown",ODI,3,78,49,3,47,3.77,16.33,60.26
DT Christian,Arun Jaitley Stadium,IPL,1,18,22,1,8,7.33,22.0,44.44
DT Christian,"Beausejour Stadium, Gros Islet",T20I,1,18,27,3,6,9.0,9.0,33.33
DT Christian,Bellerive Oval,ODI,1,48,54,3,21,6.75,18.0,43.75
DT Christian,Bellerive Oval,T20I,1,12,21,1,3,10.5,21.0,25.0
DT Christian,"Brisbane Cricket Ground, Woolloongabba",ODI,2,60,61,1,23,6.1,61.0,38.33
DT Christian,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",T20I,3,30,57,0,8,11.4,57.0,26.67
DT Christian,Dr DY Patil Sports Academy,IPL,1,18,13,2,14,4.33,6.5,77.78
DT Christian,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,IPL,2,48,76,3,14,9.5,25.33,29.17
DT Christian,Dubai International Cricket Stadium,IPL,3,36,61,2,10,10.17,30.5,27.78
DT Christian,Dubai International Cricket Stadium,PSL,2,28,63,3,6,13.5,21.0,21.43
DT Christian,Dubai International Cricket Stadium,T20I,2,24,30,1,7,7.5,30.0,29.17
DT Christian,Eden Gardens,IPL,2,30,43,2,10,8.6,21.5,33.33
DT Christian,Feroz Shah Kotla,IPL,3,60,91,5,18,9.1,18.2,30.0
DT Christian,Himachal Pradesh Cricket Association Stadium,IPL,1,18,21,2,9,7.0,10.5,50.0
DT Christian,Holkar Cricket Stadium,IPL,1,12,24,0,4,12.0,24.0,33.33
DT Christian,JSCA International Stadium Complex,T20I,1,3,7,0,0,14.0,7.0,0.0
DT Christian,"Kensington Oval, Bridgetown",T20I,1,18,20,1,5,6.67,20.0,27.78
DT Christian,Kingsmead,T20I,1,6,18,0,2,18.0,18.0,33.33
DT Christian,M Chinnaswamy Stadium,IPL,2,49,70,0,17,8.57,70.0,34.69
DT Christian,"MA Chidambaram Stadium, Chepauk",IPL,3,55,61,1,20,6.65,61.0,36.36
DT Christian,"MA Chidambaram Stadium, Chepauk, Chennai",IPL,2,18,28,0,4,9.33,28.0,22.22
DT Christian,Maharashtra Cricket Association Stadium,IPL,5,102,115,6,35,6.76,19.17,34.31
DT Christian,Melbourne Cricket Ground,ODI,2,84,53,6,45,3.79,8.83,53.57
DT Christian,National Stadium,PSL,5,74,135,5,20,10.95,27.0,27.03
DT Christian,Nehru Stadium,IPL,1,18,12,0,11,4.0,12.0,61.11
DT Christian,Punjab Cricket Association IS Bindra Stadium,IPL,1,12,12,1,6,6.0,12.0,50.0
DT Christian,"Punjab Cricket Association Stadium, Mohali",IPL,1,24,36,2,10,9.0,18.0,41.67
DT Christian,R Premadasa Stadium,T20I,3,42,60,1,15,8.57,60.0,35.71
DT Christian,Rajiv Gandhi International Stadium,IPL,1,23,37,0,3,9.65,37.0,13.04
DT Christian,"Rajiv Gandhi International Stadium, Uppal",IPL,9,191,275,7,69,8.64,39.29,36.13
DT Christian,Sawai Mansingh Stadium,IPL,1,24,43,1,7,10.75,43.0,29.17
DT Christian,Sharjah Cricket Stadium,IPL,2,16,40,0,2,15.0,40.0,12.5
DT Christian,Sharjah Cricket Stadium,ODI,2,108,94,1,42,5.22,94.0,38.89
DT Christian,Sharjah Cricket Stadium,PSL,3,35,53,2,8,9.09,26.5,22.86
DT Christian,Sheikh Zayed Stadium,ODI,1,48,41,1,26,5.12,41.0,54.17
DT Christian,Shere Bangla National Stadium,T20I,1,12,17,0,2,8.5,17.0,16.67
DT Christian,"Shere Bangla National Stadium, Mirpur",T20I,2,36,29,4,21,4.83,7.25,58.33
DT Christian,Stadium Australia,T20I,2,37,50,3,11,8.11,16.67,29.73
DT Christian,Sydney Cricket Ground,ODI,3,103,95,3,51,5.53,31.67,49.51
DT Christian,Sydney Cricket Ground,T20I,1,24,29,2,8,7.25,14.5,33.33
DT Christian,Wankhede Stadium,IPL,5,84,111,3,32,7.93,37.0,38.1
DT Christian,"Wankhede Stadium, Mumbai",IPL,1,12,13,0,5,6.5,13.0,41.67
DT Christian,Western Australia Cricket Association Ground,ODI,2,66,62,3,29,5.64,20.67,43.94
DT Christian,Westpac Stadium,T20I,1,6,14,0,0,14.0,14.0,0.0
DT Christian,"Zayed Cricket Stadium, Abu Dhabi",IPL,1,18,14,2,8,4.67,7.0,44.44
DT Doram,"Sportpark Maarschalkerweerd, Utrecht",T20I,3,66,66,3,28,6.0,22.0,42.42
DT Doram,"Sportpark Westvliet, The Hague",T20I,3,72,93,6,29,7.75,15.5,40.28
DT Doram,"Sportpark Westvliet, Voorburg",T20I,2,30,43,1,10,8.6,43.0,33.33
DT Doram,Sylhet International Cricket Stadium,T20I,3,54,81,0,15,9.0,81.0,27.78
DT Doram,"Titwood, Glasgow",T20I,3,78,109,5,31,8.38,21.8,39.74
DT Hondo,Arbab Niaz Stadium,ODI,1,60,63,2,34,6.3,31.5,56.67
DT Hondo,Bellerive Oval,ODI,2,84,80,1,46,5.71,80.0,54.76
DT Hondo,Brisbane Cricket Ground,ODI,1,36,39,0,16,6.5,39.0,44.44
DT Hondo,"Buffalo Park, East London",ODI,1,30,36,1,7,7.2,36.0,23.33
DT Hondo,Edgbaston,ODI,1,56,70,2,26,7.5,35.0,46.43
DT Hondo,"Goodyear Park, Bloemfontein",ODI,2,68,66,1,41,5.82,66.0,60.29
DT Hondo,Harare Sports Club,ODI,7,304,259,4,185,5.11,64.75,60.86
DT Hondo,"Headingley, Leeds",ODI,1,24,17,1,14,4.25,17.0,58.33
DT Hondo,Kennington Oval,ODI,1,54,27,1,40,3.0,27.0,74.07
DT Hondo,MA Aziz Stadium,ODI,1,60,52,3,30,5.2,17.33,50.0
DT Hondo,Melbourne Cricket Ground,ODI,1,26,36,1,12,8.31,36.0,46.15
DT Hondo,Multan Cricket Stadium,ODI,1,61,56,3,36,5.51,18.67,59.02
DT Hondo,Queens Sports Club,ODI,1,42,35,2,27,5.0,17.5,64.29
DT Hondo,"Queens Sports Club, Bulawayo",ODI,3,113,88,3,62,4.67,29.33,54.87
DT Hondo,Sharjah Cricket Association Stadium,ODI,4,182,155,3,105,5.11,51.67,57.69
DT Hondo,"St Lawrence Ground, Canterbury",ODI,1,55,29,2,39,3.16,14.5,70.91
DT Hondo,Sydney Cricket Ground,ODI,1,31,35,0,20,6.77,35.0,64.52
DT Hondo,"The Rose Bowl, Southampton",ODI,1,42,27,2,31,3.86,13.5,73.81
DT Hondo,"The Royal & Sun Alliance County Ground, Bristol",ODI,1,18,16,0,13,5.33,16.0,72.22
DT Johnston,"Civil Service Cricket Club, Stormont",ODI,6,282,231,5,170,4.91,46.2,60.28
DT Johnston,"Civil Service Cricket Club, Stormont",T20I,2,36,35,0,18,5.83,35.0,50.0
DT Johnston,Clontarf Cricket Club Ground,ODI,6,274,190,8,181,4.16,23.75,66.06
DT Johnston,Dubai International Cricket Stadium,T20I,6,146,108,11,85,4.44,9.82,58.22
DT Johnston,Eden Gardens,ODI,2,120,128,3,64,6.4,42.67,53.33
DT Johnston,Gymkhana Club Ground,ODI,1,60,40,2,39,4.0,20.0,65.0
DT Johnston,Kennington Oval,T20I,1,25,45,1,9,10.8,45.0,36.0
DT Johnston,"Kensington Oval, Bridgetown",ODI,2,63,58,3,33,5.52,19.33,52.38
DT Johnston,Lord's,T20I,1,24,21,1,17,5.25,21.0,70.83
DT Johnston,M Chinnaswamy Stadium,ODI,2,90,75,4,43,5.0,18.75,47.78
DT Johnston,Mombasa Sports Club Ground,ODI,2,69,39,2,49,3.39,19.5,71.01
DT Johnston,Mombasa Sports Club Ground,T20I,2,30,33,0,10,6.6,33.0,33.33
DT Johnston,Providence Stadium,ODI,3,138,148,4,69,6.43,37.0,50.0
DT Johnston,Providence Stadium,T20I,2,48,52,2,22,6.5,26.0,45.83
DT Johnston,R Premadasa Stadium,T20I,1,12,22,0,5,11.0,22.0,41.67
DT Johnston,"Sabina Park, Kingston",ODI,2,103,53,2,76,3.09,26.5,73.79
DT Johnston,Sheikh Zayed Stadium,T20I,1,19,31,0,5,9.79,31.0,26.32
DT Johnston,Shere Bangla National Stadium,ODI,1,51,40,2,25,4.71,20.0,49.02
DT Johnston,"The Village, Malahide",ODI,1,42,34,1,27,4.86,34.0,64.29
DT Johnston,"Toronto Cricket, Skating and Curling Club",ODI,1,42,23,2,26,3.29,11.5,61.9
DT Johnston,Trent Bridge,T20I,2,48,66,4,20,8.25,16.5,41.67
DT Johnston,VRA Ground,ODI,2,72,38,1,51,3.17,38.0,70.83
DT Johnston,Willowmoore Park,ODI,1,61,36,0,43,3.54,36.0,70.49
DT Tiripano,Boland Park,ODI,1,54,35,2,33,3.89,17.5,61.11
DT Tiripano,"Bready Cricket Club, Magheramason",ODI,1,60,53,0,28,5.3,53.0,46.67
DT Tiripano,"Bready Cricket Club, Magheramason, Bready",T20I,2,44,69,3,14,9.41,23.0,31.82
DT Tiripano,"Civil Service Cricket Club, Stormont",ODI,1,42,36,0,23,5.14,36.0,54.76
DT Tiripano,Galle International Stadium,ODI,2,42,51,0,18,7.29,51.0,42.86
DT Tiripano,Harare Sports Club,ODI,9,372,322,13,208,5.19,24.77,55.91
DT Tiripano,Harare Sports Club,T20I,4,89,96,5,44,6.47,19.2,49.44
DT Tiripano,Harare Sports Club,Test,8,1548,697,14,1211,2.7,49.79,78.23
DT Tiripano,Hazelaarweg,T20I,1,12,33,0,1,16.5,33.0,8.33
DT Tiripano,Mangaung Oval,ODI,1,51,37,2,36,4.35,18.5,70.59
DT Tiripano,Queens Sports Club,ODI,6,252,295,6,119,7.02,49.17,47.22
DT Tiripano,Queens Sports Club,Test,2,365,202,3,268,3.32,67.33,73.42
DT Tiripano,"Queens Sports Club, Bulawayo",T20I,4,54,66,1,17,7.33,66.0,31.48
DT Tiripano,"Queens Sports Club, Bulawayo",Test,1,79,26,0,64,1.97,26.0,81.01
DT Tiripano,"R.Premadasa Stadium, Khettarama",Test,1,60,38,2,40,3.8,19.0,66.67
DT Tiripano,Rawalpindi Cricket Stadium,ODI,1,42,39,2,25,5.57,19.5,59.52
DT Tiripano,Rawalpindi Cricket Stadium,T20I,2,24,35,0,8,8.75,35.0,33.33
DT Tiripano,"Shere Bangla National Stadium, Mirpur",ODI,1,60,61,0,32,6.1,61.0,53.33
DT Tiripano,"Shere Bangla National Stadium, Mirpur",T20I,1,24,39,0,6,9.75,39.0,25.0
DT Tiripano,"Shere Bangla National Stadium, Mirpur",Test,2,398,196,4,297,2.95,49.0,74.62
DT Tiripano,Sportpark Het Schootsveld,ODI,2,90,81,2,46,5.4,40.5,51.11
DT Tiripano,Sylhet International Cricket Stadium,ODI,3,138,177,3,40,7.7,59.0,28.99
DT Tiripano,"Vidarbha Cricket Association Stadium, Jamtha",T20I,2,46,52,4,24,6.78,13.0,52.17
DT Tiripano,Zahur Ahmed Chowdhury Stadium,ODI,2,54,56,0,22,6.22,56.0,40.74
DV Devjani Mutreja,"Clayton Panama, Panama City",T20I,2,24,34,3,12,8.5,11.33,50.0
DV Devjani Mutreja,"Hurlingham Club Ground, Buenos Aires",T20I,1,12,17,0,3,8.5,17.0,25.0
DV Devjani Mutreja,Los Reyes Polo Club,T20I,1,1,2,1,1,12.0,2.0,100.0
DV Devjani Mutreja,"Reforma Athletic Club, Naucalpan",T20I,4,43,43,1,27,6.0,43.0,62.79
DV Macome,Gahanga International Cricket Stadium. Rwanda,T20I,1,18,20,1,8,6.67,20.0,44.44
DV Macome,"Gymkhana Club Ground, Nairobi",T20I,3,60,63,6,32,6.3,10.5,53.33
DV Macome,"Ruaraka Sports Club Ground, Nairobi",T20I,2,30,55,1,12,11.0,55.0,40.0
DV Varghese,Lisicji Jarak Cricket Ground,T20I,3,52,77,2,26,8.88,38.5,50.0
DV Varghese,Marsa Sports Club,T20I,8,107,182,4,31,10.21,45.5,28.97
DV Varghese,Moara Vlasiei Cricket Ground,T20I,2,12,32,0,3,16.0,32.0,25.0
DV Varghese,"Moara Vlasiei Cricket Ground, Ilfov County",T20I,2,32,51,0,16,9.56,51.0,50.0
DV Varghese,"National Sports Academy, Sofia",T20I,5,50,90,4,18,10.8,22.5,36.0
DV Varghese,Tikkurila Cricket Ground,T20I,2,18,24,2,6,8.0,12.0,33.33
DVD Madampage,Udayana Cricket Ground,T20I,7,132,197,7,60,8.95,28.14,45.45
DW Lawrence,"Edgbaston, Birmingham",Test,1,18,20,1,9,6.67,20.0,50.0
DW Lawrence,Galle International Stadium,Test,1,13,10,0,6,4.62,10.0,46.15
DW Lawrence,"Kennington Oval, London",Test,1,37,29,0,22,4.7,29.0,59.46
DW Lawrence,"Kensington Oval, Bridgetown, Barbados",Test,1,126,59,1,101,2.81,59.0,80.16
DW Lawrence,"Lord's, London",Test,1,6,6,0,4,6.0,6.0,66.67
DW Lawrence,MA Chidambaram Stadium,Test,1,6,7,0,2,7.0,7.0,33.33
DW Lawrence,"Old Trafford, Manchester",Test,1,6,5,0,2,5.0,5.0,33.33
DW Lawrence,"Sir Vivian Richards Stadium, North Sound, Antigua",Test,1,48,11,1,45,1.38,11.0,93.75
DW Steyn,Adelaide Oval,ODI,2,120,86,5,78,4.3,17.2,65.0
DW Steyn,Adelaide Oval,Test,1,245,138,4,184,3.38,34.5,75.1
DW Steyn,Barabati Stadium,IPL,2,49,71,2,21,8.69,35.5,42.86
DW Steyn,Basin Reserve,Test,1,228,56,2,199,1.47,28.0,87.28
DW Steyn,Bay Oval,ODI,2,97,66,3,65,4.08,22.0,67.01
DW Steyn,"Beausejour Stadium, Gros Islet",T20I,2,48,50,2,19,6.25,25.0,39.58
DW Steyn,Bellerive Oval,ODI,3,142,120,5,91,5.07,24.0,64.08
DW Steyn,Boland Park,ODI,3,136,69,5,99,3.04,13.8,72.79
DW Steyn,Brabourne Stadium,IPL,1,24,26,3,14,6.5,8.67,58.33
DW Steyn,"Brisbane Cricket Ground, Woolloongabba",T20I,1,18,21,1,10,7.0,21.0,55.56
DW Steyn,"Brisbane Cricket Ground, Woolloongabba",Test,1,181,133,2,118,4.41,66.5,65.19
DW Steyn,Buffalo Park,ODI,2,90,75,3,55,5.0,25.0,61.11
DW Steyn,Buffalo Park,T20I,1,24,33,1,9,8.25,33.0,37.5
DW Steyn,Captain Roop Singh Stadium,ODI,1,61,89,0,27,8.75,89.0,44.26
DW Steyn,Chevrolet Park,ODI,1,60,55,3,28,5.5,18.33,46.67
DW Steyn,Chittagong Divisional Stadium,Test,1,203,111,7,163,3.28,15.86,80.3
DW Steyn,"Civil Service Cricket Club, Stormont",ODI,2,78,68,4,46,5.23,17.0,58.97
DW Steyn,Docklands Stadium,ODI,1,37,58,1,15,9.41,58.0,40.54
DW Steyn,Dr DY Patil Sports Academy,IPL,3,66,78,5,35,7.09,15.6,53.03
DW Steyn,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,IPL,4,90,91,6,43,6.07,15.17,47.78
DW Steyn,Dubai International Cricket Stadium,IPL,4,94,144,5,37,9.19,28.8,39.36
DW Steyn,Dubai International Cricket Stadium,ODI,2,108,128,3,49,7.11,42.67,45.37
DW Steyn,Dubai International Cricket Stadium,T20I,2,48,36,6,25,4.5,6.0,52.08
DW Steyn,Dubai International Cricket Stadium,Test,2,454,237,7,359,3.13,33.86,79.07
DW Steyn,Eden Gardens,IPL,7,168,253,7,74,9.04,36.14,44.05
DW Steyn,Eden Gardens,ODI,1,24,13,0,18,3.25,13.0,75.0
DW Steyn,Eden Gardens,Test,1,181,117,1,130,3.88,117.0,71.82
DW Steyn,Eden Park,ODI,3,155,142,4,98,5.5,35.5,63.23
DW Steyn,Feroz Shah Kotla,IPL,6,145,131,9,79,5.42,14.56,54.48
DW Steyn,Feroz Shah Kotla,ODI,1,45,25,3,33,3.33,8.33,73.33
DW Steyn,Feroz Shah Kotla,T20I,1,24,34,1,12,8.5,34.0,50.0
DW Steyn,Gaddafi Stadium,PSL,1,24,18,1,15,4.5,18.0,62.5
DW Steyn,Gaddafi Stadium,Test,1,163,121,2,111,4.45,60.5,68.1
DW Steyn,Galle International Stadium,Test,2,388,193,11,296,2.98,17.55,76.29
DW Steyn,Green Park,ODI,1,60,54,1,30,5.4,54.0,50.0
DW Steyn,Green Park,Test,1,132,94,3,93,4.27,31.33,70.45
DW Steyn,Harare Sports Club,ODI,6,333,286,14,201,5.15,20.43,60.36
DW Steyn,Harare Sports Club,Test,1,264,85,8,228,1.93,10.62,86.36
DW Steyn,Headingley,ODI,1,60,73,1,28,7.3,73.0,46.67
DW Steyn,Headingley,Test,2,490,315,11,364,3.86,28.64,74.29
DW Steyn,Himachal Pradesh Cricket Association Stadium,IPL,1,18,14,1,12,4.67,14.0,66.67
DW Steyn,Holkar Cricket Stadium,ODI,1,60,49,4,38,4.9,12.25,63.33
DW Steyn,JSCA International Stadium Complex,IPL,1,24,43,0,11,10.75,43.0,45.83
DW Steyn,Kennington Oval,ODI,2,102,102,2,56,6.0,51.0,54.9
DW Steyn,Kennington Oval,T20I,2,42,51,5,18,7.29,10.2,42.86
DW Steyn,Kennington Oval,Test,1,306,179,7,239,3.51,25.57,78.1
DW Steyn,"Kensington Oval, Bridgetown",T20I,2,49,75,1,18,9.18,75.0,36.73
DW Steyn,"Kensington Oval, Bridgetown",Test,1,144,79,6,114,3.29,13.17,79.17
DW Steyn,Kingsmead,ODI,9,411,342,16,245,4.99,21.38,59.61
DW Steyn,Kingsmead,T20I,1,18,14,2,11,4.67,7.0,61.11
DW Steyn,Kingsmead,Test,9,1842,967,47,1415,3.15,20.57,76.82
DW Steyn,Lord's,ODI,2,76,65,3,45,5.13,21.67,59.21
DW Steyn,Lord's,T20I,1,24,26,1,10,6.5,26.0,41.67
DW Steyn,Lord's,Test,2,482,285,7,366,3.55,40.71,75.93
DW Steyn,M Chinnaswamy Stadium,IPL,15,354,419,6,175,7.1,69.83,49.44
DW Steyn,M.Chinnaswamy Stadium,IPL,1,24,30,2,8,7.5,15.0,33.33
DW Steyn,"MA Chidambaram Stadium, Chepauk",IPL,4,97,120,5,47,7.42,24.0,48.45
DW Steyn,"MA Chidambaram Stadium, Chepauk",ODI,2,114,100,5,50,5.26,20.0,43.86
DW Steyn,"MA Chidambaram Stadium, Chepauk",Test,1,192,113,4,139,3.53,28.25,72.4
DW Steyn,Maharashtra Cricket Association Stadium,IPL,1,24,34,1,10,8.5,34.0,41.67
DW Steyn,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",ODI,1,42,57,0,24,8.14,57.0,57.14
DW Steyn,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",T20I,2,36,19,3,25,3.17,6.33,69.44
DW Steyn,Mangaung Oval,ODI,1,36,19,2,25,3.17,9.5,69.44
DW Steyn,Manuka Oval,ODI,2,108,92,2,56,5.11,46.0,51.85
DW Steyn,McLean Park,ODI,1,60,41,1,41,4.1,41.0,68.33
DW Steyn,Melbourne Cricket Ground,ODI,3,174,153,6,103,5.28,25.5,59.2
DW Steyn,Melbourne Cricket Ground,T20I,1,24,40,3,8,10.0,13.33,33.33
DW Steyn,Melbourne Cricket Ground,Test,1,297,164,10,229,3.31,16.4,77.1
DW Steyn,National Stadium,PSL,3,65,99,5,24,9.14,19.8,36.92
DW Steyn,National Stadium,Test,1,173,124,7,124,4.3,17.71,71.68
DW Steyn,Nehru Stadium,IPL,1,21,16,3,16,4.57,5.33,76.19
DW Steyn,New Wanderers Stadium,ODI,7,386,328,9,235,5.1,36.44,60.88
DW Steyn,New Wanderers Stadium,T20I,6,127,173,6,55,8.17,28.83,43.31
DW Steyn,New Wanderers Stadium,Test,5,1253,678,29,958,3.25,23.38,76.46
DW Steyn,Newlands,IPL,2,30,27,2,18,5.4,13.5,60.0
DW Steyn,Newlands,ODI,8,434,351,11,249,4.85,31.91,57.37
DW Steyn,Newlands,T20I,3,72,85,4,37,7.08,21.25,51.39
DW Steyn,Newlands,Test,15,3322,1669,77,2585,3.01,21.68,77.81
DW Steyn,OUTsurance Oval,Test,1,162,113,7,124,4.19,16.14,76.54
DW Steyn,Old Trafford,T20I,1,6,10,1,2,10.0,10.0,33.33
DW Steyn,P Sara Oval,Test,1,220,167,5,151,4.55,33.4,68.64
DW Steyn,Pallekele International Cricket Stadium,ODI,1,14,19,0,8,8.14,19.0,57.14
