bowler,venue,format,innings,balls,runs_given,wickets,dot_balls,economy,average,dot_pct
M Jele,Gahanga International Cricket Stadium. Rwanda,T20I,3,39,65,2,17,10.0,32.5,43.59
M Jele,Integrated Polytechnic Regional Centre,T20I,4,59,76,4,32,7.73,19.0,54.24
M Jele,Malkerns Country Club oval,T20I,4,48,83,2,25,10.38,41.5,52.08
M Jele,"Nigeria Cricket Federation Oval 1, Abuja",T20I,1,12,19,1,4,9.5,19.0,33.33
M Jele,"Nigeria Cricket Federation Oval 2, Abuja",T20I,2,42,30,4,30,4.29,7.5,71.43
M Jele,"Tafawa Balewa Square Cricket Oval, Lagos",T20I,1,19,34,3,8,10.74,11.33,42.11
M Jele,University of Lagos Cricket Oval,T20I,1,19,23,0,10,7.26,23.0,52.63
M Jenkinson,Kerava National Cricket Ground,T20I,2,36,51,2,11,8.5,25.5,30.56
M Jevdjenovic,Lisicji Jarak Cricket Ground,T20I,3,58,46,5,34,4.76,9.2,58.62
M Jevdjenovic,"Vassil Levski National Sports Academy, Sofia",T20I,4,84,100,1,42,7.14,100.0,50.0
M Jobarteh,Gahanga International Cricket Stadium. Rwanda,T20I,1,4,13,0,2,19.5,13.0,50.0
M Jobarteh,"Gymkhana Club Ground, Nairobi",T20I,1,18,28,3,9,9.33,9.33,50.0
M Jobarteh,Integrated Polytechnic Regional Centre,T20I,4,77,85,3,51,6.62,28.33,66.23
M Jobarteh,"Ruaraka Sports Club Ground, Nairobi",T20I,2,43,124,1,8,17.3,124.0,18.6
M Joshi,Bharat Ratna Shri Atal Bihari Vajpai Ekana Cricket Stadium,ODI,2,72,87,1,36,7.25,87.0,50.0
M Joshi,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,ODI,1,42,23,2,32,3.29,11.5,76.19
M Joshi,Chilaw Marians Cricket Club Ground,ODI,1,48,43,2,26,5.38,21.5,54.17
M Joshi,County Ground,ODI,2,67,47,2,45,4.21,23.5,67.16
M Joshi,Eden Park,T20I,1,24,35,1,8,8.75,35.0,33.33
M Joshi,Galle International Stadium,ODI,2,85,67,5,59,4.73,13.4,69.41
M Joshi,Lalabhai Contractor Stadium,T20I,1,24,49,0,5,12.25,49.0,20.83
M Joshi,Nondescripts Cricket Club Ground,ODI,1,60,25,3,47,2.5,8.33,78.33
M Joshi,North-West University No1 Ground,ODI,1,54,19,0,44,2.11,19.0,81.48
M Joshi,P Sara Oval,ODI,2,78,40,0,59,3.08,40.0,75.64
M Joshi,Providence Stadium,T20I,1,18,12,0,13,4.0,12.0,72.22
M Joshi,"Providence Stadium, Guyana",T20I,2,31,22,0,20,4.26,22.0,64.52
M Joshi,Reliance Stadium,ODI,1,18,15,1,13,5.0,15.0,72.22
M Joshi,Seddon Park,T20I,1,24,27,1,10,6.75,27.0,41.67
M Kachingo,"Botswana Cricket Association Oval 1, Gaborone",T20I,3,34,47,1,12,8.29,47.0,35.29
M Kachingo,"Botswana Cricket Association Oval 2, Gaborone",T20I,3,66,74,2,27,6.73,37.0,40.91
M Kadyan,Lisicji Jarak Cricket Ground,T20I,2,30,63,0,15,12.6,63.0,50.0
M Kadyan,"Moara Vlasiei Cricket Ground, Ilfov County",T20I,2,30,49,2,11,9.8,24.5,36.67
M Kadyan,"National Sports Academy, Sofia",T20I,4,78,106,5,40,8.15,21.2,51.28
M Kadyan,Tikkurila Cricket Ground,T20I,1,18,18,0,5,6.0,18.0,27.78
M Kanno,"Ground 1, Independence Park",T20I,1,6,12,0,1,12.0,12.0,16.67
M Kanno,"Ground 2, Independence Park",T20I,3,55,53,2,24,5.78,26.5,43.64
M Kanno,Yeonhui Cricket Ground,T20I,2,36,20,2,26,3.33,10.0,72.22
M Kapp,"Barsapara Cricket Stadium, Guwahati",ODI,2,66,33,5,49,3.0,6.6,74.24
M Kapp,Basin Reserve,T20I,1,24,32,0,11,8.0,32.0,45.83
M Kapp,"Basin Reserve, Wellington",ODI,1,48,39,0,26,4.88,39.0,54.17
M Kapp,"Bay Oval, Mount Maunganui",ODI,2,120,88,7,70,4.4,12.57,58.33
M Kapp,"Beausejour Stadium, Gros Islet",T20I,2,44,19,3,32,2.59,6.33,72.73
M Kapp,"Bellerive Oval, Hobart",T20I,1,24,37,0,7,9.25,37.0,29.17
M Kapp,Bharat Ratna Shri Atal Bihari Vajpai Ekana Cricket Stadium,ODI,2,120,110,1,66,5.5,110.0,55.0
M Kapp,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,ODI,3,150,62,2,117,2.48,31.0,78.0
M Kapp,Boland Park,ODI,2,72,44,2,49,3.67,22.0,68.06
M Kapp,"Boland Park, Paarl",T20I,2,25,17,2,15,4.08,8.5,60.0
M Kapp,"Brian Lara Stadium, Tarouba",T20I,3,73,71,0,43,5.84,71.0,58.9
M Kapp,Buffalo Park,ODI,3,170,105,4,109,3.71,26.25,64.12
M Kapp,Buffalo Park,T20I,1,24,30,0,9,7.5,30.0,37.5
M Kapp,"Buffalo Park, East London",ODI,1,23,10,0,19,2.61,10.0,82.61
M Kapp,"Buffalo Park, East London",T20I,5,90,94,2,47,6.27,47.0,52.22
M Kapp,City Oval,T20I,1,24,28,1,11,7.0,28.0,45.83
M Kapp,"City Oval, Pietermaritzburg",ODI,1,60,55,1,35,5.5,55.0,58.33
M Kapp,Colombo Cricket Club Ground,ODI,1,24,9,1,22,2.25,9.0,91.67
M Kapp,Colts Cricket Club Ground,T20I,2,30,30,2,15,6.0,15.0,50.0
M Kapp,"Coolidge Cricket Ground, Antigua",ODI,3,153,80,8,108,3.14,10.0,70.59
M Kapp,County Ground,ODI,5,249,212,9,147,5.11,23.56,59.04
M Kapp,County Ground,T20I,3,53,71,1,22,8.04,71.0,41.51
M Kapp,"County Ground, Bristol",ODI,1,54,60,0,24,6.67,60.0,44.44
M Kapp,"County Ground, New Road",ODI,1,60,54,1,36,5.4,54.0,60.0
M Kapp,"County Ground, Northampton",ODI,1,36,45,1,17,7.5,45.0,47.22
M Kapp,"Daren Sammy National Cricket Stadium, Gros Islet",T20I,4,78,52,1,52,4.0,52.0,66.67
M Kapp,Diamond Oval,ODI,3,150,102,5,94,4.08,20.4,62.67
M Kapp,"Diamond Oval, Kimberley",ODI,2,73,43,3,53,3.53,14.33,72.6
M Kapp,"Dr DY Patil Sports Academy, Navi Mumbai",ODI,1,60,59,0,31,5.9,59.0,51.67
M Kapp,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",ODI,2,91,73,2,57,4.81,36.5,62.64
M Kapp,Dubai International Cricket Stadium,T20I,5,111,90,5,66,4.86,18.0,59.46
M Kapp,Eden Park Outer Oval,ODI,2,96,75,4,56,4.69,18.75,58.33
M Kapp,Edgbaston,T20I,1,12,24,1,2,12.0,24.0,16.67
M Kapp,"Gaddafi Stadium, Lahore",ODI,2,84,58,2,48,4.14,29.0,57.14
M Kapp,Galle International Stadium,T20I,3,60,51,3,33,5.1,17.0,55.0
M Kapp,Grace Road,ODI,3,151,98,7,101,3.89,14.0,66.89
M Kapp,"Grace Road, Leicester",ODI,1,30,32,0,18,6.4,32.0,60.0
M Kapp,"Hagley Oval, Christchurch",ODI,2,114,108,2,58,5.68,54.0,50.88
M Kapp,"Holkar Cricket Stadium, Indore",ODI,2,72,45,3,55,3.75,15.0,76.39
M Kapp,International Sports Stadium,ODI,1,60,39,0,33,3.9,39.0,55.0
M Kapp,"Kensington Oval, Bridgetown",ODI,2,114,69,7,71,3.63,9.86,62.28
M Kapp,Kingsmead,ODI,2,114,84,3,70,4.42,28.0,61.4
M Kapp,Kingsmead,T20I,3,72,58,4,33,4.83,14.5,45.83
M Kapp,"Kingsmead, Durban",ODI,2,48,26,1,37,3.25,26.0,77.08
M Kapp,LC de Villiers Oval,T20I,1,18,18,1,11,6.0,18.0,61.11
M Kapp,M Chinnaswamy Stadium,T20I,2,48,39,4,28,4.88,9.75,58.33
M Kapp,"MA Chidambaram Stadium, Chepauk",T20I,1,24,12,1,15,3.0,12.0,62.5
M Kapp,"MA Chidambaram Stadium, Chepauk, Chennai",T20I,1,12,5,0,10,2.5,5.0,83.33
M Kapp,Mangaung Oval,ODI,1,60,21,2,49,2.1,10.5,81.67
M Kapp,Mangaung Oval,T20I,2,37,31,3,18,5.03,10.33,48.65
M Kapp,"Mangaung Oval, Bloemfontein",Test,1,66,23,1,56,2.09,23.0,84.85
M Kapp,Manuka Oval,ODI,2,114,99,2,63,5.21,49.5,55.26
M Kapp,"Manuka Oval, Canberra",T20I,2,49,47,2,24,5.76,23.5,48.98
M Kapp,Mercantile Cricket Association Ground,T20I,1,24,30,1,10,7.5,30.0,41.67
M Kapp,Multan Cricket Stadium,T20I,1,24,22,2,15,5.5,11.0,62.5
M Kapp,"National Stadium, Karachi",ODI,3,102,81,0,59,4.76,81.0,57.84
M Kapp,"National Stadium, Karachi",T20I,2,44,50,3,20,6.82,16.67,45.45
M Kapp,Newlands,T20I,2,49,44,3,29,5.39,14.67,59.18
M Kapp,"Newlands, Cape Town",T20I,5,109,120,6,48,6.61,20.0,44.04
M Kapp,Nondescripts Cricket Club Ground,ODI,1,48,26,1,35,3.25,26.0,72.92
M Kapp,"North Sydney Oval, Sydney",ODI,2,84,46,4,65,3.29,11.5,77.38
M Kapp,North-West University No1 Ground,ODI,2,67,27,0,50,2.42,27.0,74.63
M Kapp,P Sara Oval,ODI,4,223,101,6,161,2.72,16.83,72.2
M Kapp,"R Premadasa Stadium, Colombo",ODI,2,60,38,3,44,3.8,12.67,73.33
M Kapp,Reliance Stadium,ODI,3,138,69,4,99,3.0,17.25,71.74
M Kapp,Seddon Park,ODI,1,25,5,1,21,1.2,5.0,84.0
M Kapp,"Seddon Park, Hamilton",ODI,1,60,45,2,34,4.5,22.5,56.67
M Kapp,Senwes Park,ODI,14,673,515,19,419,4.59,27.11,62.26
M Kapp,Senwes Park,T20I,6,126,106,13,79,5.05,8.15,62.7
M Kapp,"Senwes Park, Potchefstroom",ODI,4,192,126,7,121,3.94,18.0,63.02
M Kapp,"Senwes Park, Potchefstroom",T20I,1,18,17,0,11,5.67,17.0,61.11
M Kapp,Sharjah Cricket Stadium,T20I,1,24,17,1,17,4.25,17.0,70.83
M Kapp,Sheikh Kamal International Cricket Stadium,ODI,1,30,7,1,26,1.4,7.0,86.67
M Kapp,Shere Bangla National Stadium,T20I,1,12,23,0,2,11.5,23.0,16.67
M Kapp,Sinhalese Sports Club Ground,ODI,3,125,84,5,75,4.03,16.8,60.0
M Kapp,"Sir Vivian Richards Stadium, North Sound, Antigua",T20I,3,53,68,5,20,7.7,13.6,37.74
M Kapp,"St George's Park, Gqeberha",T20I,1,25,22,2,14,5.28,11.0,56.0
M Kapp,St Lawrence Ground,ODI,1,60,53,1,32,5.3,53.0,53.33
M Kapp,SuperSport Park,ODI,1,54,26,2,42,2.89,13.0,77.78
M Kapp,SuperSport Park,T20I,1,12,3,1,10,1.5,3.0,83.33
M Kapp,Sylhet Stadium,T20I,2,37,31,5,20,5.03,6.2,54.05
M Kapp,The Cooper Associates County Ground,T20I,3,61,104,1,19,10.23,104.0,31.15
M Kapp,"The Cooper Associates County Ground, Taunton",Test,1,128,40,0,106,1.88,40.0,82.81
M Kapp,The Wanderers Stadium,T20I,1,18,6,1,14,2.0,6.0,77.78
M Kapp,"Three Ws Oval, Cave Hill, Barbados",ODI,2,60,50,3,39,5.0,16.67,65.0
M Kapp,"Three Ws Oval, Cave Hill, Barbados",T20I,3,66,75,4,35,6.82,18.75,53.03
M Kapp,"University Oval, Dunedin",ODI,1,57,37,1,35,3.89,37.0,61.4
M Kapp,"Vidarbha Cricket Association Stadium, Jamtha",T20I,1,21,21,1,12,6.0,21.0,57.14
M Kapp,W.A.C.A. Ground,T20I,1,24,20,2,14,5.0,10.0,58.33
M Kapp,West End Park International Cricket Stadium,T20I,3,55,34,3,36,3.71,11.33,65.45
M Kapp,Willowmoore Park,ODI,3,156,116,4,98,4.46,29.0,62.82
M Kapp,"Willowmoore Park, Benoni",ODI,1,30,21,2,20,4.2,10.5,66.67
M Kapp,"Willowmoore Park, Benoni",T20I,3,48,48,3,23,6.0,16.0,47.92
M Kartik,Arbab Niaz Stadium,ODI,1,55,64,1,24,6.98,64.0,43.64
M Kartik,Barabati Stadium,IPL,2,36,56,1,9,9.33,56.0,25.0
M Kartik,"Barabati Stadium, Cuttack",ODI,1,60,38,1,40,3.8,38.0,66.67
M Kartik,Brabourne Stadium,IPL,1,24,21,1,8,5.25,21.0,33.33
M Kartik,Brabourne Stadium,T20I,1,24,29,0,7,7.25,29.0,29.17
M Kartik,Buffalo Park,IPL,1,18,21,1,8,7.0,21.0,44.44
M Kartik,Dr DY Patil Sports Academy,IPL,4,73,85,3,31,6.99,28.33,42.47
M Kartik,Eden Gardens,IPL,10,221,259,13,89,7.03,19.92,40.27
M Kartik,Feroz Shah Kotla,IPL,3,66,73,1,20,6.64,73.0,30.3
M Kartik,Gaddafi Stadium,ODI,2,122,97,3,55,4.77,32.33,45.08
M Kartik,Green Park,ODI,1,36,38,1,15,6.33,38.0,41.67
M Kartik,Green Park,Test,1,344,103,2,284,1.8,51.5,82.56
M Kartik,Harare Sports Club,ODI,1,54,57,1,28,6.33,57.0,51.85
M Kartik,JSCA International Stadium Complex,IPL,1,24,17,1,15,4.25,17.0,62.5
M Kartik,Kingsmead,IPL,3,54,51,0,20,5.67,51.0,37.04
M Kartik,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",ODI,1,60,39,2,36,3.9,19.5,60.0
M Kartik,M Chinnaswamy Stadium,IPL,4,84,105,5,30,7.5,21.0,35.71
M Kartik,"MA Chidambaram Stadium, Chepauk",IPL,4,84,116,0,21,8.29,116.0,25.0
M Kartik,Madhavrao Scindia Cricket Ground,ODI,1,60,42,3,34,4.2,14.0,56.67
M Kartik,Nehru Stadium,ODI,1,60,37,0,34,3.7,37.0,56.67
M Kartik,New Wanderers Stadium,IPL,2,48,35,1,23,4.38,35.0,47.92
M Kartik,Newlands,IPL,1,24,24,0,11,6.0,24.0,45.83
M Kartik,"Punjab Cricket Association IS Bindra Stadium, Mohali",ODI,1,24,6,0,20,1.5,6.0,83.33
M Kartik,"Punjab Cricket Association Stadium, Mohali",IPL,1,18,28,2,6,9.33,14.0,33.33
M Kartik,"Rajiv Gandhi International Stadium, Uppal",IPL,2,42,59,1,13,8.43,59.0,30.95
M Kartik,Reliance Stadium,ODI,2,90,106,1,43,7.07,106.0,47.78
M Kartik,"Sardar Patel (Gujarat) Stadium, Motera",ODI,2,124,108,4,46,5.23,27.0,37.1
M Kartik,"Sardar Patel Stadium, Motera",IPL,1,24,26,1,9,6.5,26.0,37.5
M Kartik,Sawai Mansingh Stadium,IPL,3,67,116,0,13,10.39,116.0,19.4
M Kartik,Sawai Mansingh Stadium,ODI,1,60,62,1,22,6.2,62.0,36.67
M Kartik,Sector 16 Stadium,ODI,1,60,48,1,27,4.8,48.0,45.0
M Kartik,Sharjah Cricket Stadium,IPL,1,24,51,1,5,12.75,51.0,20.83
M Kartik,St George's Park,IPL,1,18,20,0,6,6.67,20.0,33.33
M Kartik,Subrata Roy Sahara Stadium,IPL,6,121,156,2,40,7.74,78.0,33.06
M Kartik,SuperSport Park,IPL,2,42,56,3,14,8.0,18.67,33.33
M Kartik,Sydney Cricket Ground,ODI,2,85,94,1,35,6.64,94.0,41.18
M Kartik,Sydney Cricket Ground,Test,1,273,213,1,181,4.68,213.0,66.3
M Kartik,Vidarbha C.A. Ground,ODI,1,54,49,3,34,5.44,16.33,62.96
M Kartik,Vidarbha Cricket Association Ground,ODI,1,55,38,1,37,4.15,38.0,67.27
M Kartik,W.A.C.A. Ground,ODI,1,30,39,0,14,7.8,39.0,46.67
M Kartik,Wankhede Stadium,IPL,2,42,43,2,14,6.14,21.5,33.33
M Kartik,Wankhede Stadium,ODI,2,121,86,6,65,4.26,14.33,53.72
M Kartik,Wankhede Stadium,Test,1,168,80,7,126,2.86,11.43,75.0
M Kasselman,"Gahanga International Cricket Stadium, Rwanda",T20I,1,6,11,0,1,11.0,11.0,16.67
M Kaswan,"Albert Park 1, Suva",T20I,1,20,12,1,10,3.6,12.0,50.0
M Kaukura,Vanuatu Cricket Ground,T20I,3,73,81,5,24,6.66,16.2,32.88
M Kaukura,Vanuatu Cricket Ground (Oval 2),T20I,1,25,22,1,11,5.28,22.0,44.0
M Kaur,"Terdthai Cricket Ground, Bangkok",T20I,1,12,16,0,3,8.0,16.0,25.0
M Kearvell,"Moara Vlasiei Cricket Ground, Ilfov County",T20I,4,54,82,2,24,9.11,41.0,44.44
M Khojbariya,"Achimota Senior Secondary School A Field, Accra",T20I,1,25,16,1,13,3.84,16.0,52.0
M Khojbariya,"Achimota Senior Secondary School B Field, Accra",T20I,2,36,64,0,8,10.67,64.0,22.22
M Khojbariya,Malkerns Country Club oval,T20I,4,72,73,4,39,6.08,18.25,54.17
M Khojbariya,"Nigeria Cricket Federation Oval 1, Abuja",T20I,1,18,26,2,8,8.67,13.0,44.44
M Khojbariya,"Nigeria Cricket Federation Oval 2, Abuja",T20I,2,24,14,2,15,3.5,7.0,62.5
M Khojbariya,"Tafawa Balewa Square Cricket Oval, Lagos",T20I,1,24,33,0,7,8.25,33.0,29.17
M Khojbariya,University of Lagos Cricket Oval,T20I,1,24,20,1,10,5.0,20.0,41.67
M Klaas,Adelaide Oval,ODI,1,30,23,1,23,4.6,23.0,76.67
M Klaas,"Barsapara Cricket Stadium, Guwahati",ODI,1,24,19,0,13,4.75,19.0,54.17
M Klaas,"Basin Reserve, Wellington",ODI,1,48,61,2,19,7.62,30.5,39.58
M Klaas,Bay Oval,T20I,1,15,26,0,4,10.4,26.0,26.67
M Klaas,"Bay Oval, Mount Maunganui",ODI,2,108,78,3,68,4.33,26.0,62.96
M Klaas,"Bay Oval, Mount Maunganui",T20I,1,24,15,2,11,3.75,7.5,45.83
M Klaas,"Bellerive Oval, Hobart",T20I,1,12,13,1,8,6.5,13.0,66.67
M Klaas,Boland Park,ODI,4,156,138,5,88,5.31,27.6,56.41
M Klaas,Boland Park,T20I,1,18,17,1,10,5.67,17.0,55.56
M Klaas,"Brian Lara Stadium, Tarouba",T20I,3,61,81,2,23,7.97,40.5,37.7
M Klaas,Buffalo Park,ODI,3,126,100,5,78,4.76,20.0,61.9
M Klaas,"Buffalo Park, East London",ODI,1,48,52,0,25,6.5,52.0,52.08
M Klaas,"Buffalo Park, East London",T20I,4,78,79,7,35,6.08,11.29,44.87
M Klaas,City Oval,T20I,1,12,18,1,3,9.0,18.0,25.0
M Klaas,"City Oval, Pietermaritzburg",ODI,1,48,46,2,27,5.75,23.0,56.25
M Klaas,County Ground,ODI,2,81,60,1,55,4.44,60.0,67.9
M Klaas,County Ground,T20I,1,12,29,0,6,14.5,29.0,50.0
M Klaas,"County Ground, Chelmsford",T20I,1,12,25,0,4,12.5,25.0,33.33
M Klaas,"County Ground, Derby",T20I,1,24,62,1,7,15.5,62.0,29.17
M Klaas,"County Ground, New Road, Worcester",T20I,1,24,40,2,9,10.0,20.0,37.5
M Klaas,"Daren Sammy National Cricket Stadium, Gros Islet",T20I,4,66,62,2,33,5.64,31.0,50.0
M Klaas,Diamond Oval,ODI,3,120,92,3,74,4.6,30.67,61.67
M Klaas,"Diamond Oval, Kimberley",ODI,1,48,51,1,25,6.38,51.0,52.08
M Klaas,"Diamond Oval, Kimberley",T20I,2,26,25,3,12,5.77,8.33,46.15
M Klaas,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",ODI,1,36,22,0,26,3.67,22.0,72.22
M Klaas,Eden Park Outer Oval,ODI,2,66,52,5,43,4.73,10.4,65.15
M Klaas,"Edgbaston, Birmingham",T20I,1,18,7,2,13,2.33,3.5,72.22
M Klaas,"Gaddafi Stadium, Lahore",ODI,2,42,38,1,25,5.43,38.0,59.52
M Klaas,"Hagley Oval, Christchurch",ODI,2,108,98,4,55,5.44,24.5,50.93
M Klaas,"Hagley Oval, Christchurch",T20I,1,24,34,0,12,8.5,34.0,50.0
M Klaas,"Holkar Cricket Stadium, Indore",ODI,2,60,50,1,38,5.0,50.0,63.33
M Klaas,International Sports Stadium,ODI,1,18,18,0,11,6.0,18.0,61.11
M Klaas,"Kensington Oval, Bridgetown",ODI,2,102,92,1,63,5.41,92.0,61.76
M Klaas,Kingsmead,ODI,1,60,39,1,34,3.9,39.0,56.67
M Klaas,Kingsmead,T20I,3,72,91,3,17,7.58,30.33,23.61
M Klaas,"Kingsmead, Durban",ODI,1,42,51,1,22,7.29,51.0,52.38
M Klaas,LC de Villiers Oval,T20I,1,18,16,1,11,5.33,16.0,61.11
M Klaas,M Chinnaswamy Stadium,T20I,1,6,11,1,3,11.0,11.0,50.0
M Klaas,"M Chinnaswamy Stadium, Bengaluru",ODI,2,120,121,3,64,6.05,40.33,53.33
M Klaas,"MA Chidambaram Stadium, Chepauk, Chennai",Test,1,102,83,0,66,4.88,83.0,64.71
M Klaas,Mangaung Oval,ODI,1,42,30,1,28,4.29,30.0,66.67
M Klaas,Mangaung Oval,T20I,1,6,11,0,3,11.0,11.0,50.0
M Klaas,"Manuka Oval, Canberra",T20I,2,36,44,3,18,7.33,14.67,50.0
M Klaas,"National Stadium, Karachi",ODI,3,122,73,4,80,3.59,18.25,65.57
M Klaas,"National Stadium, Karachi",T20I,3,66,81,0,20,7.36,81.0,30.3
M Klaas,Newlands,T20I,3,55,66,4,20,7.2,16.5,36.36
M Klaas,"Newlands, Cape Town",T20I,1,12,28,0,1,14.0,28.0,8.33
M Klaas,"North Sydney Oval, Sydney",ODI,2,73,85,5,40,6.99,17.0,54.79
M Klaas,North-West University No1 Ground,ODI,2,67,56,0,45,5.01,56.0,67.16
M Klaas,"R Premadasa Stadium, Colombo",ODI,4,156,140,6,88,5.38,23.33,56.41
M Klaas,Seddon Park,ODI,1,12,13,0,7,6.5,13.0,58.33
M Klaas,Seddon Park,T20I,1,7,17,0,1,14.57,17.0,14.29
M Klaas,"Seddon Park, Hamilton",ODI,1,12,19,0,5,9.5,19.0,41.67
M Klaas,"Seddon Park, Hamilton",T20I,1,19,34,1,4,10.74,34.0,21.05
M Klaas,Senwes Park,ODI,11,472,371,13,296,4.72,28.54,62.71
M Klaas,"Senwes Park, Potchefstroom",ODI,4,163,180,5,78,6.63,36.0,47.85
M Klaas,"Senwes Park, Potchefstroom",T20I,1,18,23,0,9,7.67,23.0,50.0
M Klaas,"Sir Vivian Richards Stadium, North Sound, Antigua",ODI,2,108,74,3,70,4.11,24.67,64.81
M Klaas,"Sir Vivian Richards Stadium, North Sound, Antigua",T20I,2,36,41,1,16,6.83,41.0,44.44
M Klaas,"Sky Stadium, Wellington",T20I,1,18,34,0,6,11.33,34.0,33.33
M Klaas,"St George's Park, Gqeberha",T20I,1,15,18,1,7,7.2,18.0,46.67
M Klaas,St Lawrence Ground,ODI,1,36,32,0,21,5.33,32.0,58.33
M Klaas,SuperSport Park,T20I,1,18,33,1,4,11.0,33.0,22.22
M Klaas,The Cooper Associates County Ground,T20I,1,24,59,0,3,14.75,59.0,12.5
M Klaas,The Wanderers Stadium,T20I,1,18,20,2,5,6.67,10.0,27.78
M Klaas,"The Wanderers Stadium, Johannesburg",ODI,2,94,101,3,46,6.45,33.67,48.94
M Klaas,"Three Ws Oval, Cave Hill, Barbados",ODI,1,36,27,4,23,4.5,6.75,63.89
M Klaas,"Three Ws Oval, Cave Hill, Barbados",T20I,2,43,48,2,17,6.7,24.0,39.53
M Klaas,"University Oval, Dunedin",ODI,1,60,36,3,37,3.6,12.0,61.67
M Klaas,"Western Australia Cricket Association Ground, Perth",Test,1,126,89,3,93,4.24,29.67,73.81
M Klaas,Willowmoore Park,ODI,2,91,72,4,61,4.75,18.0,67.03
M Klaas,Willowmoore Park,T20I,2,48,60,0,17,7.5,60.0,35.42
M Klaas,"Willowmoore Park, Benoni",ODI,1,30,24,0,20,4.8,24.0,66.67
M Klaas,"Willowmoore Park, Benoni",T20I,6,102,148,8,43,8.71,18.5,42.16
M Kojo,Albertslund Cricket Club,T20I,1,12,16,0,9,8.0,16.0,75.0
M Kojo,"Ishoj Cricket Club, Vejledalen",T20I,1,18,28,1,5,9.33,28.0,27.78
M Koli,"GB Oval, Szodliget",T20I,4,77,95,9,43,7.4,10.56,55.84
M Koli,Kerava National Cricket Ground,T20I,2,30,47,1,13,9.4,47.0,43.33
M Koli,Marsa Sports Club,T20I,5,118,160,7,47,8.14,22.86,39.83
M Koli,"Moara Vlasiei Cricket Ground, Ilfov County",T20I,12,278,301,16,157,6.5,18.81,56.47
M Koli,Roma Cricket Ground,T20I,2,48,58,7,27,7.25,8.29,56.25
M Koli,"Simar Cricket Ground, Rome",T20I,3,72,106,2,30,8.83,53.0,41.67
M Koli,Tikkurila Cricket Ground,T20I,2,36,47,1,18,7.83,47.0,50.0
M Kornet,Stellenbosch University 1,ODI,1,60,55,0,31,5.5,55.0,51.67
M Kornet,Stellenbosch University 2,ODI,1,61,30,2,45,2.95,15.0,73.77
M Kpaka,Gahanga International Cricket Stadium. Rwanda,T20I,1,12,22,0,5,11.0,22.0,41.67
M Kpaka,Integrated Polytechnic Regional Centre,T20I,1,6,5,0,2,5.0,5.0,33.33
M Kpaka,"Tafawa Balewa Square Cricket Oval, Lagos",T20I,7,109,119,6,43,6.55,19.83,39.45
M Kpaka,University of Lagos Cricket Oval,T20I,5,71,60,5,39,5.07,12.0,54.93
M Kristensen,"Svanholm Park, Brondby",T20I,2,18,24,0,5,8.0,24.0,27.78
M Kulfiwala,Malkerns Country Club oval,T20I,1,5,1,2,4,1.2,0.5,80.0
M Kyriacou,Happy Valley Ground,T20I,1,15,31,0,5,12.4,31.0,33.33
M Labuschagne,Adelaide Oval,Test,4,114,64,0,77,3.37,64.0,67.54
M Labuschagne,Brisbane Cricket Ground,Test,1,12,4,0,11,2.0,4.0,91.67
M Labuschagne,"Brisbane Cricket Ground, Woolloongabba",Test,1,78,62,0,40,4.77,62.0,51.28
M Labuschagne,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Test,3,30,18,0,16,3.6,18.0,53.33
M Labuschagne,"Cazaly's Stadium, Cairns",ODI,1,12,14,0,4,7.0,14.0,33.33
M Labuschagne,Dubai International Cricket Stadium,Test,1,66,42,2,35,3.82,21.0,53.03
M Labuschagne,"Gaddafi Stadium, Lahore",ODI,2,65,72,2,19,6.65,36.0,29.23
M Labuschagne,"Gaddafi Stadium, Lahore",PSL,3,44,78,1,8,10.64,78.0,18.18
M Labuschagne,"Gaddafi Stadium, Lahore",Test,1,12,10,0,6,5.0,10.0,50.0
M Labuschagne,Galle International Stadium,Test,1,36,16,0,21,2.67,16.0,58.33
M Labuschagne,"Great Barrier Reef Arena, Mackay",ODI,1,30,19,2,12,3.8,9.5,40.0
M Labuschagne,"Hagley Oval, Christchurch",Test,1,7,9,0,2,7.71,9.0,28.57
M Labuschagne,Headingley,Test,1,36,17,0,23,2.83,17.0,63.89
M Labuschagne,Kennington Oval,Test,1,48,33,0,34,4.12,33.0,70.83
M Labuschagne,"Lord's, London",ODI,1,6,10,0,2,10.0,10.0,33.33
M Labuschagne,M.Chinnaswamy Stadium,ODI,1,6,11,0,1,11.0,11.0,16.67
M Labuschagne,Mangaung Oval,ODI,1,6,11,0,0,11.0,11.0,0.0
M Labuschagne,"Mangaung Oval, Bloemfontein",ODI,1,18,33,0,4,11.0,33.0,22.22
M Labuschagne,Manuka Oval,Test,1,30,11,2,23,2.2,5.5,76.67
M Labuschagne,Melbourne Cricket Ground,ODI,1,6,5,1,4,5.0,5.0,66.67
M Labuschagne,Melbourne Cricket Ground,Test,3,30,20,1,22,4.0,20.0,73.33
