bowler,matches,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate
Saeed Waqar Ali,9,140,256.0,6,51,13,2,23.3,10.97,42.67,36.43,23.33
Sahil Chauhan,6,72,84.0,6,26,6,0,12.0,7.0,14.0,36.11,12.0
Aarti Priya,6,123,141.0,6,53,26,3,20.5,6.88,23.5,43.09,20.5
Muhammad Shoaib Ahmed,5,109,107.0,6,50,6,1,18.2,5.89,17.83,45.87,18.17
J Hurley,4,96,111.0,6,47,1,0,16.0,6.94,18.5,48.96,16.0
Abdul-Shakoor Rahimzei,7,100,96.0,6,47,3,1,16.7,5.76,16.0,47.0,16.67
A Athanaze,9,291,165.0,6,183,1,3,48.5,3.4,27.5,62.89,48.5
Zeeshan Ali,5,90,119.0,6,46,9,0,15.0,7.93,19.83,51.11,15.0
KAR Hodge,10,372,310.0,6,202,1,0,62.0,5.0,51.67,54.3,62.0
LJ Payas,7,104,99.0,6,51,24,6,17.3,5.71,16.5,49.04,17.33
R Drake,13,161,267.0,6,66,18,5,26.8,9.95,44.5,40.99,26.83
SD Valjalo,5,90,126.0,6,42,3,0,15.0,8.4,21.0,46.67,15.0
I Elec,7,114,120.0,6,52,3,0,19.0,6.32,20.0,45.61,19.0
MW Machan,12,294,295.0,6,105,4,0,49.0,6.02,49.17,35.71,49.0
Kerry Fraser,5,91,95.0,6,31,15,1,15.2,6.26,15.83,34.07,15.17
Kamal Soukhiya,6,132,194.0,6,58,24,0,22.0,8.82,32.33,43.94,22.0
K Birkenstock,13,251,259.0,6,106,10,0,41.8,6.19,43.17,42.23,41.83
Shahid Ahmadzai,7,318,208.0,6,201,3,0,53.0,3.92,34.67,63.21,53.0
Ahsan Khan,10,128,224.0,6,51,13,2,21.3,10.5,37.33,39.84,21.33
RR Watson,7,168,145.0,6,86,1,0,28.0,5.18,24.17,51.19,28.0
AJ Finch,29,351,361.0,6,142,4,0,58.5,6.17,60.17,40.46,58.5
S Kaushik,10,205,297.0,6,72,5,1,34.2,8.69,49.5,35.12,34.17
Imran Ahmed Kaneez,7,123,125.0,6,73,11,0,20.5,6.1,20.83,59.35,20.5
RV Nascimento,5,84,86.0,6,39,4,0,14.0,6.14,14.33,46.43,14.0
Mohammad Shahid,5,653,320.0,6,497,3,5,108.8,2.94,53.33,76.11,108.83
WF Stelling,4,190,107.0,6,133,3,4,31.7,3.38,17.83,70.0,31.67
S Haggo,8,90,86.0,6,42,10,0,15.0,5.73,14.33,46.67,15.0
S Jayasinghe,5,104,110.0,6,53,7,2,17.3,6.35,18.33,50.96,17.33
JI Rodrigues,9,104,76.0,6,59,3,0,17.3,4.38,12.67,56.73,17.33
JI de Villiers,12,259,318.0,6,108,6,1,43.2,7.37,53.0,41.7,43.17
LJ Burger,6,331,297.0,6,170,5,1,55.2,5.38,49.5,51.36,55.17
Shahzaib,5,90,72.0,6,54,7,0,15.0,4.8,12.0,60.0,15.0
BL Morgan,5,579,208.0,6,482,1,0,96.5,2.16,34.67,83.25,96.5
J Yon,5,72,80.0,6,35,4,0,12.0,6.67,13.33,48.61,12.0
SB Bangar,12,216,279.0,6,86,5,0,36.0,7.75,46.5,39.81,36.0
Mohammad Kashif,4,126,110.0,6,86,0,0,21.0,5.24,18.33,68.25,21.0
HB Dickson,6,138,126.0,6,71,12,0,23.0,5.48,21.0,51.45,23.0
DK Pallekonda,8,114,203.0,6,35,9,0,19.0,10.68,33.83,30.7,19.0
SG Borthwick,4,156,169.0,6,66,0,0,26.0,6.5,28.17,42.31,26.0
O Kgeresi,7,88,59.0,6,57,12,4,14.7,4.02,9.83,64.77,14.67
PRCS Kumarihami,19,410,328.0,6,214,5,0,68.3,4.8,54.67,52.2,68.33
Abu Hider,11,228,324.0,6,98,8,0,38.0,8.53,54.0,42.98,38.0
F Song,4,53,32.0,6,31,4,0,8.8,3.62,5.33,58.49,8.83
C Sridev,4,78,110.0,6,24,5,0,13.0,8.46,18.33,30.77,13.0
N Sitompul,3,70,42.0,6,44,8,0,11.7,3.6,7.0,62.86,11.67
N Tokizawa,6,113,83.0,6,71,14,0,18.8,4.41,13.83,62.83,18.83
N Tyagi,7,120,167.0,6,46,11,0,20.0,8.35,27.83,38.33,20.0
T Malinga,12,236,257.0,6,121,54,4,39.3,6.53,42.83,51.27,39.33
OT Wallerson,6,105,85.0,6,60,6,3,17.5,4.86,14.17,57.14,17.5
Zabiullah Zahid,7,155,139.0,6,87,9,0,25.8,5.38,23.17,56.13,25.83
O Lutbayar,12,195,349.0,6,48,13,5,32.5,10.74,58.17,24.62,32.5
KT Sandher,4,210,165.0,6,113,3,0,35.0,4.71,27.5,53.81,35.0
Atif Rasheed,5,54,63.0,6,32,0,1,9.0,7.0,10.5,59.26,9.0
T Maruma,8,213,204.0,6,104,4,1,35.5,5.75,34.0,48.83,35.5
R Muriyalo,6,109,66.0,6,69,9,2,18.2,3.63,11.0,63.3,18.17
DG Nalkande,6,85,148.0,6,24,4,1,14.2,10.45,24.67,28.24,14.17
S van Zyl,9,403,148.0,6,319,2,0,67.2,2.2,24.67,79.16,67.17
R Sandeep,12,176,159.0,6,94,7,0,29.3,5.42,26.5,53.41,29.33
R Sathish,14,139,232.0,6,31,5,0,23.2,10.01,38.67,22.3,23.17
C van der Westhuizen,3,114,47.0,6,90,3,0,19.0,2.47,7.83,78.95,19.0
Izatullah Dawlatzai,7,146,148.0,6,70,4,1,24.3,6.08,24.67,47.95,24.33
Chen Zhuo Yue,8,127,182.0,6,47,6,0,21.2,8.6,30.33,37.01,21.17
Sohel Patel,5,91,89.0,6,44,3,1,15.2,5.87,14.83,48.35,15.17
Adil Khan,5,85,112.0,6,42,11,1,14.2,7.91,18.67,49.41,14.17
Aditya Panwar,6,83,122.0,6,35,3,0,13.8,8.82,20.33,42.17,13.83
JM Muirhead,5,90,109.0,6,31,3,0,15.0,7.27,18.17,34.44,15.0
LAR Bommareddy,8,136,143.0,6,70,23,4,22.7,6.31,23.83,51.47,22.67
SJ Patel,7,90,109.0,6,36,4,0,15.0,7.27,18.17,40.0,15.0
SK Dolawatte,8,126,99.0,6,56,0,0,21.0,4.71,16.5,44.44,21.0
JK Vifah,7,101,114.0,6,44,11,0,16.8,6.77,19.0,43.56,16.83
TS Braat,5,85,136.0,6,31,4,1,14.2,9.6,22.67,36.47,14.17
RV Gomez,9,96,129.0,6,38,1,0,16.0,8.06,21.5,39.58,16.0
Adeel Raja,7,281,285.0,6,128,0,1,46.8,6.09,47.5,45.55,46.83
Z Shurentsetseg,10,138,227.0,6,29,8,5,23.0,9.87,37.83,21.01,23.0
S Bist,11,193,177.0,6,109,19,1,32.2,5.5,29.5,56.48,32.17
J Albin,11,168,304.0,6,47,18,0,28.0,10.86,50.67,27.98,28.0
MA Algi,5,84,132.0,6,52,7,0,14.0,9.43,22.0,61.9,14.0
H Rashid,7,132,178.0,6,57,3,0,22.0,8.09,29.67,43.18,22.0
J Buchanan,8,151,156.0,6,57,4,1,25.2,6.2,26.0,37.75,25.17
Bilal Tahir,6,74,74.0,6,25,1,0,12.3,6.0,12.33,33.78,12.33
N Liyanage,5,90,101.0,6,38,23,0,15.0,6.73,16.83,42.22,15.0
N Pooran,7,173,174.0,6,67,5,4,28.8,6.03,29.0,38.73,28.83
GH Vihari,13,389,227.0,6,254,2,2,64.8,3.5,37.83,65.3,64.83
Baljit Singh,7,120,116.0,6,56,4,0,20.0,5.8,19.33,46.67,20.0
Bashar Khan,4,76,51.0,6,46,1,1,12.7,4.03,8.5,60.53,12.67
A Mansale,7,91,113.0,6,32,1,1,15.2,7.45,18.83,35.16,15.17
GSNFG Jayasuriya,21,413,468.0,6,149,3,0,68.8,6.8,78.0,36.08,68.83
Gaurav Mishra,12,198,242.0,6,85,18,0,33.0,7.33,40.33,42.93,33.0
Tariq Aziz,3,72,60.0,6,33,6,0,12.0,5.0,10.0,45.83,12.0
AO Suji,11,274,299.0,6,125,7,8,45.7,6.55,49.83,45.62,45.67
N Kakor,9,134,151.0,6,65,16,2,22.3,6.76,25.17,48.51,22.33
M Trajkovi,7,112,90.0,6,64,29,5,18.7,4.82,15.0,57.14,18.67
S Koppolu,10,165,270.0,6,57,16,0,27.5,9.82,45.0,34.55,27.5
H Hiri,10,126,126.0,6,54,1,0,21.0,6.0,21.0,42.86,21.0
M Ramafifi,8,144,127.0,6,87,15,1,24.0,5.29,21.17,60.42,24.0
M Robinson,3,60,56.0,6,26,8,1,10.0,5.6,9.33,43.33,10.0
Ibrahim Nashath,7,114,115.0,6,46,1,0,19.0,6.05,19.17,40.35,19.0
Ibrar Ahmad,3,40,56.0,6,19,6,1,6.7,8.4,9.33,47.5,6.67
MJ Owen,9,83,121.0,6,33,3,0,13.8,8.75,20.17,39.76,13.83
Mirza Ahmed,6,97,119.0,6,49,2,1,16.2,7.36,19.83,50.52,16.17
AS Mehmi,9,135,171.0,6,50,4,1,22.5,7.6,28.5,37.04,22.5
Anasim Khan,5,109,145.0,6,38,2,1,18.2,7.98,24.17,34.86,18.17
Nishita Akter Nishi,7,295,207.0,6,177,2,1,49.2,4.21,34.5,60.0,49.17
Nitesh Hooda,4,60,44.0,6,38,2,0,10.0,4.4,7.33,63.33,10.0
Niv Nagavkar,8,162,191.0,6,77,8,0,27.0,7.07,31.83,47.53,27.0
Anique Uddin,7,78,97.0,6,35,2,0,13.0,7.46,16.17,44.87,13.0
B Gaanamong,4,70,73.0,6,22,5,10,11.7,6.26,12.17,31.43,11.67
A Desai,4,69,80.0,6,26,4,3,11.5,6.96,13.33,37.68,11.5
SP Krishnamurthi,9,130,100.0,6,62,0,0,21.7,4.62,16.67,47.69,21.67
M Shehani,12,165,189.0,6,59,0,1,27.5,6.87,31.5,35.76,27.5
A Codrington,5,181,164.0,6,112,6,1,30.2,5.44,27.33,61.88,30.17
Santiago Duggan,7,120,102.0,6,66,10,0,20.0,5.1,17.0,55.0,20.0
Sabir Ali,7,154,161.0,6,90,7,4,25.7,6.27,26.83,58.44,25.67
Aslam Mohammad,7,132,142.0,6,70,11,0,22.0,6.45,23.67,53.03,22.0
B Maes Loch,4,84,54.0,6,54,12,0,14.0,3.86,9.0,64.29,14.0
A Kanukuntla,11,186,184.0,6,97,18,0,31.0,5.94,30.67,52.15,31.0
T Oyella,3,72,38.0,6,45,4,0,12.0,3.17,6.33,62.5,12.0
SL Pujare,2,120,45.0,6,91,2,0,20.0,2.25,7.5,75.83,20.0
Shafat Ali Syed,6,84,111.0,6,38,12,0,14.0,7.93,18.5,45.24,14.0
L Mamba,13,266,294.0,6,136,55,9,44.3,6.63,49.0,51.13,44.33
Navdeep Saini,6,122,201.0,6,47,5,2,20.3,9.89,33.5,38.52,20.33
Metty Fernandes,6,97,78.0,6,61,23,8,16.2,4.82,13.0,62.89,16.17
Imran Khan (1),6,137,207.0,6,30,3,1,22.8,9.07,34.5,21.9,22.83
E Waithaka,7,145,112.0,6,84,9,1,24.2,4.63,18.67,57.93,24.17
J Perman,7,115,136.0,6,49,9,1,19.2,7.1,22.67,42.61,19.17
M Gorases,6,60,75.0,6,22,4,0,10.0,7.5,12.5,36.67,10.0
M Jevdjenovic,7,142,144.0,6,76,38,2,23.7,6.08,24.0,53.52,23.67
M Faraz Akram,11,285,357.0,6,114,13,1,47.5,7.52,59.5,40.0,47.5
S Simpson,2,50,47.0,6,25,1,2,8.3,5.64,7.83,50.0,8.33
DDP D'Silva,5,187,118.0,6,124,7,1,31.2,3.79,19.67,66.31,31.17
DE Burgess,8,101,128.0,6,42,2,0,16.8,7.6,21.33,41.58,16.83
S Stanikzay,9,192,217.0,6,86,10,0,32.0,6.78,36.17,44.79,32.0
S Thuraisingam,5,184,160.0,6,114,7,0,30.7,5.22,26.67,61.96,30.67
L Hamilton,4,72,52.0,6,41,2,0,12.0,4.33,8.67,56.94,12.0
L Cheatle,10,270,227.0,6,161,12,0,45.0,5.04,37.83,59.63,45.0
Phoup Srey Pheak,7,118,112.0,6,74,27,3,19.7,5.69,18.67,62.71,19.67
Pratika Rawal,12,210,188.0,6,101,2,1,35.0,5.37,31.33,48.1,35.0
TM Faimalo,2,44,30.0,6,29,9,2,7.3,4.09,5.0,65.91,7.33
B Lewis,5,78,71.0,6,45,1,0,13.0,5.46,11.83,57.69,13.0
Gurkeerat Singh,9,138,165.0,6,48,4,0,23.0,7.17,27.5,34.78,23.0
RH Candy,5,216,185.0,6,124,12,0,36.0,5.14,30.83,57.41,36.0
M Kaukura,4,98,103.0,6,35,5,2,16.3,6.31,17.17,35.71,16.33
Elan Talker,7,120,152.0,6,58,4,0,20.0,7.6,25.33,48.33,20.0
Emily Merrien,3,65,63.0,6,34,4,5,10.8,5.82,10.5,52.31,10.83
Sunzamul Islam,4,420,232.0,6,266,3,0,70.0,3.31,38.67,63.33,70.0
Suzan Turan,4,70,58.0,6,35,10,4,11.7,4.97,9.67,50.0,11.67
MK Anafie,6,90,104.0,6,48,3,0,15.0,6.93,17.33,53.33,15.0
MK Tiwary,12,174,233.0,6,73,7,0,29.0,8.03,38.83,41.95,29.0
J Cutinho,4,48,58.0,6,25,2,0,8.0,7.25,9.67,52.08,8.0
WM Delgado,4,66,60.0,6,40,28,9,11.0,5.45,10.0,60.61,11.0
WT Gavera,7,177,181.0,6,81,2,3,29.5,6.14,30.17,45.76,29.5
WT Mubayiwa,5,114,87.0,6,60,0,0,19.0,4.58,14.5,52.63,19.0
S Nair,6,132,115.0,6,64,8,0,22.0,5.23,19.17,48.48,22.0
S Narwal,6,106,202.0,6,38,7,0,17.7,11.43,33.67,35.85,17.67
J Dowling,7,100,123.0,6,45,7,4,16.7,7.38,20.5,45.0,16.67
A Obulor,6,102,111.0,6,45,7,0,17.0,6.53,18.5,44.12,17.0
Wan Nor Zulaika,11,157,160.0,6,71,11,1,26.2,6.11,26.67,45.22,26.17
S Rukmal,12,234,277.0,6,118,16,0,39.0,7.1,46.17,50.43,39.0
S Sadarangani,10,173,189.0,6,78,24,2,28.8,6.55,31.5,45.09,28.83
C Floyd,13,445,421.0,6,211,2,1,74.2,5.68,70.17,47.42,74.17
Ashok Sharma,6,127,228.0,6,53,9,1,21.2,10.77,38.0,41.73,21.17
K Oala,8,145,118.0,6,73,7,1,24.2,4.88,19.67,50.34,24.17
KA Knight,4,144,154.0,6,71,7,0,24.0,6.42,25.67,49.31,24.0
KE Ebrahim,8,144,131.0,6,75,2,0,24.0,5.46,21.83,52.08,24.0
KH Sciver-Brunt,5,100,123.0,6,48,5,2,16.7,7.38,20.5,48.0,16.67
Edward Fleming,5,108,113.0,6,44,0,0,18.0,6.28,18.83,40.74,18.0
B Kasinja,8,144,98.0,6,83,6,0,24.0,4.08,16.33,57.64,24.0
S Davizi,8,109,151.0,6,38,8,1,18.2,8.31,25.17,34.86,18.17
V Puthur,5,72,109.0,6,24,1,0,12.0,9.08,18.17,33.33,12.0
S Elmsjoo,4,66,63.0,6,30,10,0,11.0,5.73,10.5,45.45,11.0
Alam Nakash,9,127,145.0,6,53,4,0,21.2,6.85,24.17,41.73,21.17
Ahmad Khalid Ahmadzai,4,79,93.0,6,31,3,1,13.2,7.06,15.5,39.24,13.17
D Unhale,8,164,122.0,6,100,12,2,27.3,4.46,20.33,60.98,27.33
AM Patel,9,109,107.0,6,61,20,1,18.2,5.89,17.83,55.96,18.17
M Musinguzi,6,77,85.0,6,32,2,0,12.8,6.62,14.17,41.56,12.83
U Shahid,4,74,76.0,6,38,6,0,12.3,6.16,12.67,51.35,12.33
TCW Veillard,3,72,78.0,6,31,1,0,12.0,6.5,13.0,43.06,12.0
EJ Tice,10,229,272.0,6,76,14,1,38.2,7.13,45.33,33.19,38.17
EJ Villani,11,210,217.0,6,96,18,0,35.0,6.2,36.17,45.71,35.0
TA Copeland,3,648,227.0,6,541,1,0,108.0,2.1,37.83,83.49,108.0
KC Ramamoorthy,5,83,102.0,6,37,5,0,13.8,7.37,17.0,44.58,13.83
K Khejroliya,8,141,246.0,6,40,7,2,23.5,10.47,41.0,28.37,23.5
P Pratt,4,74,68.0,6,44,8,2,12.3,5.51,11.33,59.46,12.33
P Manning,9,103,130.0,5,38,5,1,17.2,7.57,26.0,36.89,20.6
KE Pike,4,240,124.0,5,177,1,0,40.0,3.1,24.8,73.75,48.0
KA Bazil,7,143,210.0,5,47,1,0,23.8,8.81,42.0,32.87,28.6
K Weeraratne,8,168,194.0,5,72,2,0,28.0,6.93,38.8,42.86,33.6
Asad Rasheed,2,48,78.0,5,18,6,0,8.0,9.75,15.6,37.5,9.6
Zahid Zadran,6,131,172.0,5,62,5,1,21.8,7.88,34.4,47.33,26.2
KAB Hynam-Nyberg,6,114,165.0,5,37,11,6,19.0,8.68,33.0,32.46,22.8
S Meyenborg,3,43,39.0,5,24,5,1,7.2,5.44,7.8,55.81,8.6
S Ranade,4,50,42.0,5,22,8,2,8.3,5.04,8.4,44.0,10.0
Muhammad Saqib,5,100,155.0,5,37,4,0,16.7,9.3,31.0,37.0,20.0
RJ Hatchman,15,209,415.0,5,55,18,5,34.8,11.91,83.0,26.32,41.8
D Nanda,3,55,30.0,5,40,7,1,9.2,3.27,6.0,72.73,11.0
D Murphy,10,116,121.0,5,62,30,4,19.3,6.26,24.2,53.45,23.2
J Khadka,4,97,143.0,5,48,6,1,16.2,8.85,28.6,49.48,19.4
M Ortiz,3,75,54.0,5,53,6,3,12.5,4.32,10.8,70.67,15.0
M Nguni,5,96,134.0,5,41,16,0,16.0,8.38,26.8,42.71,19.2
Muhammad Fahim,9,150,195.0,5,68,6,0,25.0,7.8,39.0,45.33,30.0
H Dhami,3,79,89.0,5,40,2,1,13.2,6.76,17.8,50.63,15.8
M Shumba,10,471,380.0,5,269,1,0,78.5,4.84,76.0,57.11,94.2
S Murari,6,120,121.0,5,61,3,0,20.0,6.05,24.2,50.83,24.0
C Greenshields,3,48,58.0,5,16,5,0,8.0,7.25,11.6,33.33,9.6
C Breteche,6,83,71.0,5,47,15,0,13.8,5.13,14.2,56.63,16.6
C Beckford,4,61,53.0,5,38,4,1,10.2,5.21,10.6,62.3,12.2
J Henry,6,82,119.0,5,23,2,0,13.7,8.71,23.8,28.05,16.4
A Ndlovu,11,648,533.0,5,380,2,0,108.0,4.94,106.6,58.64,129.6
U Bhagwan,8,219,291.0,5,98,6,0,36.5,7.97,58.2,44.75,43.8
U Bayarjavkhlan,6,101,119.0,5,44,31,0,16.8,7.07,23.8,43.56,20.2
Ali Hussain,10,144,224.0,5,54,7,0,24.0,9.33,44.8,37.5,28.8
Shoaib Ahmed,7,102,152.0,5,35,1,0,17.0,8.94,30.4,34.31,20.4
S Ozkunduz,6,91,94.0,5,46,30,7,15.2,6.2,18.8,50.55,18.2
Ali Shafiq,4,77,91.0,5,35,1,2,12.8,7.09,18.2,45.45,15.4
N Advani,5,62,74.0,5,22,1,0,10.3,7.16,14.8,35.48,12.4
RD Atangana,6,96,80.0,5,52,5,0,16.0,5.0,16.0,54.17,19.2
Thilina Silva,4,84,76.0,5,39,1,0,14.0,5.43,15.2,46.43,16.8
N David,2,96,25.0,5,84,2,0,16.0,1.56,5.0,87.5,19.2
Murat Yilmaz,6,77,104.0,5,24,4,0,12.8,8.1,20.8,31.17,15.4
Shariq Munir,8,124,189.0,5,46,2,4,20.7,9.15,37.8,37.1,24.8
A Parima,3,62,83.0,5,27,4,2,10.3,8.03,16.6,43.55,12.4
J Lassayo,6,73,92.0,5,22,2,1,12.2,7.56,18.4,30.14,14.6
Bukhar Illikkal,10,168,196.0,5,59,3,0,28.0,7.0,39.2,35.12,33.6
GM Ntambalika,5,75,95.0,5,40,4,3,12.5,7.6,19.0,53.33,15.0
A Lupascu,3,63,71.0,5,24,12,3,10.5,6.76,14.2,38.1,12.6
M Zhu,5,90,75.0,5,44,9,3,15.0,5.0,15.0,48.89,18.0
H Leko,6,138,110.0,5,76,25,2,23.0,4.78,22.0,55.07,27.6
AL Seddon,10,176,197.0,5,80,5,6,29.3,6.72,39.4,45.45,35.2
T Ariuntsetseg,9,167,157.0,5,81,24,5,27.8,5.64,31.4,48.5,33.4
D Kansonkho,9,97,121.0,5,49,4,0,16.2,7.48,24.2,50.52,19.4
RL Haynes,9,205,132.0,5,141,2,1,34.2,3.86,26.4,68.78,41.0
J Winster,4,90,63.0,5,53,2,0,15.0,4.2,12.6,58.89,18.0
J Wilson,7,124,233.0,5,40,4,1,20.7,11.27,46.6,32.26,24.8
J Thomas,6,102,132.0,5,46,5,0,17.0,7.76,26.4,45.1,20.4
AP Dole,3,67,112.0,5,21,6,1,11.2,10.03,22.4,31.34,13.4
AN Toube,6,116,143.0,5,50,2,2,19.3,7.4,28.6,43.1,23.2
N Hirani,3,54,59.0,5,23,0,0,9.0,6.56,11.8,42.59,10.8
A Maheshwari,7,114,190.0,5,38,5,1,19.0,10.0,38.0,33.33,22.8
Amina Kashif,6,87,120.0,5,33,27,4,14.5,8.28,24.0,37.93,17.4
Shamma Ali,6,99,140.0,5,39,9,3,16.5,8.48,28.0,39.39,19.8
M Fru,4,79,137.0,5,27,8,1,13.2,10.41,27.4,34.18,15.8
Bikram Sob,5,127,115.0,5,76,2,0,21.2,5.43,23.0,59.84,25.4
M Zwilling,4,55,56.0,5,28,9,1,9.2,6.11,11.2,50.91,11.0
Usman Arif,5,66,94.0,5,24,2,0,11.0,8.55,18.8,36.36,13.2
T Kolcunova,12,262,282.0,5,131,72,13,43.7,6.46,56.4,50.0,52.4
M Badenhorst,5,66,99.0,5,20,5,0,11.0,9.0,19.8,30.3,13.2
Lujaina,3,42,35.0,5,22,3,0,7.0,5.0,7.0,52.38,8.4
SA Fritz,3,121,38.0,5,99,4,0,20.2,1.88,7.6,81.82,24.2
SA Engelbrecht,6,60,88.0,5,17,1,0,10.0,8.8,17.6,28.33,12.0
S Yildirim,3,40,23.0,5,26,2,0,6.7,3.45,4.6,65.0,8.0
JAN Ngono,7,122,126.0,5,65,20,2,20.3,6.2,25.2,53.28,24.4
GA Rogers,5,178,190.0,5,91,2,2,29.7,6.4,38.0,51.12,35.6
TZ Chataira,3,46,53.0,5,24,2,4,7.7,6.91,10.6,52.17,9.2
T Luka,2,42,37.0,5,26,7,0,7.0,5.29,7.4,61.9,8.4
GE Mathurin,3,61,65.0,5,29,1,1,10.2,6.39,13.0,47.54,12.2
S Ladda,9,139,224.0,5,49,2,1,23.2,9.67,44.8,35.25,27.8
S Krisheta,3,57,53.0,5,26,8,2,9.5,5.58,10.6,45.61,11.4
Mohammad Mohsin,5,96,107.0,5,37,0,0,16.0,6.69,21.4,38.54,19.2
Mohammad Khalil,4,298,241.0,5,171,9,2,49.7,4.85,48.2,57.38,59.6
R MacDonald-Gay,5,288,208.0,5,187,7,0,48.0,4.33,41.6,64.93,57.6
BK Majji,3,47,32.0,5,30,1,0,7.8,4.09,6.4,63.83,9.4
BRM Taylor,21,306,321.0,5,120,4,0,51.0,6.29,64.2,39.22,61.2
BG Rogers,5,169,201.0,5,54,2,1,28.2,7.14,40.2,31.95,33.8
LR Morris,3,124,96.0,5,74,2,1,20.7,4.65,19.2,59.68,24.8
Y Choden,5,43,48.0,5,19,7,0,7.2,6.7,9.6,44.19,8.6
Lopamudra,14,200,206.0,5,105,16,6,33.3,6.18,41.2,52.5,40.0
TS Nethula,5,264,249.0,5,132,4,0,44.0,5.66,49.8,50.0,52.8
Lata Mondal,22,307,292.0,5,157,16,1,51.2,5.71,58.4,51.14,61.4
SC Meaker,4,161,180.0,5,83,10,0,26.8,6.71,36.0,51.55,32.2
SB Wagh,8,102,137.0,5,50,6,0,17.0,8.06,27.4,49.02,20.4
Shamim Hossain,13,181,179.0,5,69,0,0,30.2,5.93,35.8,38.12,36.2
Shakeel Zeb,3,64,78.0,5,28,3,1,10.7,7.31,15.6,43.75,12.8
Shaiman Anwar,7,117,134.0,5,52,0,0,19.5,6.87,26.8,44.44,23.4
NG Jones,5,162,85.0,5,101,2,0,27.0,3.15,17.0,62.35,32.4
DJM Short,16,222,284.0,5,66,1,0,37.0,7.68,56.8,29.73,44.4
S Kolcharam,7,120,142.0,5,55,13,2,20.0,7.1,28.4,45.83,24.0
S Kharvi,6,36,61.0,5,16,2,0,6.0,10.17,12.2,44.44,7.2
J Batinibulu,4,93,124.0,5,31,2,0,15.5,8.0,24.8,33.33,18.6
D Joseph,4,186,170.0,5,122,16,0,31.0,5.48,34.0,65.59,37.2
Imtiaz Khan,4,72,107.0,5,25,4,0,12.0,8.92,21.4,34.72,14.4
A Taylor,8,130,128.0,5,63,33,10,21.7,5.91,25.6,48.46,26.0
R Haiong,13,159,139.0,5,89,28,4,26.5,5.25,27.8,55.97,31.8
R Frylinck,3,60,62.0,5,27,1,0,10.0,6.2,12.4,45.0,12.0
TT Aung,7,48,51.0,5,25,2,2,8.0,6.38,10.2,52.08,9.6
TS Waqavakatoga,9,138,168.0,5,54,0,0,23.0,7.3,33.6,39.13,27.6
R Endo,5,60,71.0,5,27,9,5,10.0,7.1,14.2,45.0,12.0
LJ Woodcock,7,224,225.0,5,97,2,0,37.3,6.03,45.0,43.3,44.8
LI Salomone,5,102,126.0,5,51,2,0,17.0,7.41,25.2,50.0,20.4
LO Telea,2,42,15.0,5,34,0,0,7.0,2.14,3.0,80.95,8.4
LM Sims,3,30,25.0,5,17,5,0,5.0,5.0,5.0,56.67,6.0
JE Titmuss,4,69,55.0,5,37,5,0,11.5,4.78,11.0,53.62,13.8
A Suwanchonrathi,6,92,76.0,5,49,6,2,15.3,4.96,15.2,53.26,18.4
S Ishaque,4,97,129.0,5,35,1,1,16.2,7.98,25.8,36.08,19.4
S Hanson,4,75,56.0,5,44,7,0,12.5,4.48,11.2,58.67,15.0
Ahmed Aqeel,14,162,179.0,5,58,3,0,27.0,6.63,35.8,35.8,32.4
SD Ranawaka,5,100,108.0,5,39,13,3,16.7,6.48,21.6,39.0,20.0
Abul Hasan,12,788,675.0,5,471,10,8,131.3,5.14,135.0,59.77,157.6
R Francis,6,97,113.0,5,49,4,1,16.2,6.99,22.6,50.52,19.4
DM Braat,5,156,117.0,5,96,11,0,26.0,4.5,23.4,61.54,31.2
G Hoey,3,408,313.0,5,216,0,0,68.0,4.6,62.6,52.94,81.6
G Fatouros,3,54,67.0,5,25,6,0,9.0,7.44,13.4,46.3,10.8
BA Murphy,4,181,139.0,5,98,2,1,30.2,4.61,27.8,54.14,36.2
LK Newton,2,314,143.0,5,253,0,1,52.3,2.73,28.6,80.57,62.8
L Visser,5,60,71.0,5,27,5,0,10.0,7.1,14.2,45.0,12.0
L Polaki,5,90,98.0,5,53,26,3,15.0,6.53,19.6,58.89,18.0
JM Willathgamuwa,11,213,194.0,5,112,7,1,35.5,5.46,38.8,52.58,42.6
Firas Hussain,6,79,113.0,5,25,2,1,13.2,8.58,22.6,31.65,15.8
CAJ Meschede,4,96,83.0,5,52,4,0,16.0,5.19,16.6,54.17,19.2
CA Keita,4,43,53.0,5,16,1,0,7.2,7.4,10.6,37.21,8.6
Mohamed Ishmath,8,157,188.0,5,65,7,1,26.2,7.18,37.6,41.4,31.4
AG Rao,5,90,81.0,5,45,4,0,15.0,5.4,16.2,50.0,18.0
SK Reddy,4,85,60.0,5,55,10,1,14.2,4.24,12.0,64.71,17.0
Yash Singh,6,109,142.0,5,35,2,1,18.2,7.82,28.4,32.11,21.8
L McCarthy,4,176,266.0,5,83,9,2,29.3,9.07,53.2,47.16,35.2
DV Devjani Mutreja,8,80,95.0,5,43,13,0,13.3,7.12,19.0,53.75,16.0
Fazil Muhammad,5,85,100.0,5,31,2,2,14.2,7.06,20.0,36.47,17.0
Nabaa Naseem,3,73,108.0,5,26,2,1,12.2,8.88,21.6,35.62,14.6
DO Leicher,12,174,225.0,5,72,8,0,29.0,7.76,45.0,41.38,34.8
