bowler,opponent,format,innings,balls,runs_given,wickets,dot_balls,economy,average,dot_pct
L Ngidi,West Indies,ODI,2,96,125,1,44,7.81,125.0,45.83
L Ngidi,West Indies,T20I,10,219,381,14,92,10.44,27.21,42.01
L Ngidi,West Indies,Test,3,366,161,10,299,2.64,16.1,81.69
L Ngidi,Zimbabwe,ODI,2,91,46,4,65,3.03,11.5,71.43
L Ngidi,Zimbabwe,T20I,6,127,140,8,74,6.61,17.5,58.27
L Nou,Ireland,T20I,1,24,24,1,12,6.0,24.0,50.0
L Nou,Nepal,T20I,1,18,15,1,7,5.0,15.0,38.89
L Ntanzi,Ghana,T20I,1,7,10,0,3,8.57,10.0,42.86
L Nyarko,Eswatini,T20I,1,12,18,0,7,9.0,18.0,58.33
L Nyarko,Lesotho,T20I,1,12,12,0,7,6.0,12.0,58.33
L Nyarko,Malawi,T20I,1,24,17,1,8,4.25,17.0,33.33
L Nyarko,Mali,T20I,1,24,3,3,21,0.75,1.0,87.5
L Nyarko,Seychelles,T20I,1,22,12,3,16,3.27,4.0,72.73
L Nyarko,St Helena,T20I,1,24,16,2,12,4.0,8.0,50.0
L Nyarko,Tanzania,T20I,1,18,13,1,14,4.33,13.0,77.78
L Nyarko,Uganda,T20I,1,12,16,0,5,8.0,16.0,41.67
L Ostergaard,Austria,T20I,1,24,17,0,17,4.25,17.0,70.83
L Ostergaard,Estonia,T20I,1,18,9,3,12,3.0,3.0,66.67
L Ostergaard,Finland,T20I,1,24,22,2,15,5.5,11.0,62.5
L Ostergaard,Germany,T20I,1,24,26,1,10,6.5,26.0,41.67
L Ostergaard,Luxembourg,T20I,1,12,6,2,8,3.0,3.0,66.67
L Ostergaard,Norway,T20I,3,44,23,6,29,3.14,3.83,65.91
L Ostergaard,Oman,T20I,4,96,111,1,37,6.94,111.0,38.54
L Ostergaard,Sweden,T20I,1,24,18,2,14,4.5,9.0,58.33
L Paul,Australia,T20I,2,30,38,0,10,7.6,38.0,33.33
L Paul,Bangladesh,T20I,2,24,35,2,9,8.75,17.5,37.5
L Paul,England,T20I,1,12,7,0,5,3.5,7.0,41.67
L Paul,France,T20I,1,24,5,2,19,1.25,2.5,79.17
L Paul,Germany,T20I,3,42,13,2,32,1.86,6.5,76.19
L Paul,India,T20I,1,18,27,0,3,9.0,27.0,16.67
L Paul,Netherlands,ODI,3,81,61,2,40,4.52,30.5,49.38
L Paul,Netherlands,T20I,6,93,92,6,34,5.94,15.33,36.56
L Paul,Pakistan,ODI,2,24,54,0,5,13.5,54.0,20.83
L Paul,Pakistan,T20I,1,24,32,1,7,8.0,32.0,29.17
L Paul,Papua New Guinea,T20I,1,24,20,1,13,5.0,20.0,54.17
L Paul,Scotland,T20I,7,127,128,10,54,6.05,12.8,42.52
L Paul,South Africa,ODI,6,105,93,0,46,5.31,93.0,43.81
L Paul,South Africa,T20I,3,37,52,1,11,8.43,52.0,29.73
L Paul,Thailand,T20I,2,31,22,4,15,4.26,5.5,48.39
L Paul,United States of America,T20I,1,6,8,0,2,8.0,8.0,33.33
L Paul,West Indies,ODI,2,44,48,0,16,6.55,48.0,36.36
L Paul,West Indies,T20I,1,24,26,2,9,6.5,13.0,37.5
L Paul,Zimbabwe,ODI,7,265,200,4,146,4.53,50.0,55.09
L Paul,Zimbabwe,T20I,4,50,53,5,19,6.36,10.6,38.0
L Phiri,Bangladesh,ODI,1,24,14,1,17,3.5,14.0,70.83
L Phiri,Eswatini,T20I,1,8,1,3,8,0.75,0.33,100.0
L Phiri,Ireland,ODI,3,108,97,1,47,5.39,97.0,43.52
L Phiri,Mozambique,T20I,1,12,6,0,10,3.0,6.0,83.33
L Phiri,Namibia,T20I,5,90,99,3,41,6.6,33.0,45.56
L Phiri,New Zealand,T20I,2,24,41,0,2,10.25,41.0,8.33
L Phiri,Papua New Guinea,ODI,2,60,48,2,34,4.8,24.0,56.67
L Phiri,Papua New Guinea,T20I,1,6,3,0,4,3.0,3.0,66.67
L Phiri,Rwanda,T20I,1,24,17,1,15,4.25,17.0,62.5
L Phiri,Scotland,T20I,1,18,24,1,5,8.0,24.0,27.78
L Phiri,Tanzania,T20I,2,30,16,4,22,3.2,4.0,73.33
L Phiri,Thailand,ODI,1,12,17,0,3,8.5,17.0,25.0
L Phiri,Thailand,T20I,3,36,53,0,12,8.83,53.0,33.33
L Phiri,Uganda,T20I,3,48,34,3,27,4.25,11.33,56.25
L Phiri,United Arab Emirates,ODI,4,108,88,3,54,4.89,29.33,50.0
L Phiri,United Arab Emirates,T20I,4,60,64,5,24,6.4,12.8,40.0
L Phiri,United States of America,ODI,1,30,30,1,15,6.0,30.0,50.0
L Piety,Botswana,T20I,1,24,14,4,18,3.5,3.5,75.0
L Piety,Cameroon,T20I,1,8,3,1,6,2.25,3.0,75.0
L Piety,Kenya,T20I,2,36,38,5,18,6.33,7.6,50.0
L Piety,Malawi,T20I,1,24,14,1,17,3.5,14.0,70.83
L Piety,Namibia,T20I,1,19,17,1,8,5.37,17.0,42.11
L Piety,Rwanda,T20I,5,85,59,5,50,4.16,11.8,58.82
L Piety,Sierra Leone,T20I,2,36,23,8,21,3.83,2.88,58.33
L Piety,Uganda,T20I,2,18,22,0,7,7.33,22.0,38.89
L Piety,Zimbabwe,T20I,1,6,6,0,2,6.0,6.0,33.33
L Polaki,Botswana,T20I,1,12,21,1,5,10.5,21.0,41.67
L Polaki,Brazil,T20I,1,24,45,2,8,11.25,22.5,33.33
L Polaki,Mozambique,T20I,1,10,9,1,6,5.4,9.0,60.0
L Polaki,Zambia,T20I,2,44,26,1,34,3.55,26.0,77.27
L Qiao,Bhutan,T20I,2,36,18,2,23,3.0,9.0,63.89
L Qiao,Malaysia,T20I,1,18,20,1,8,6.67,20.0,44.44
L Qiao,Mongolia,T20I,6,126,51,12,93,2.43,4.25,73.81
L Qiao,Papua New Guinea,T20I,1,24,29,1,10,7.25,29.0,41.67
L Qiao,Samoa,T20I,1,12,6,1,9,3.0,6.0,75.0
L Qiao,Singapore,T20I,1,24,13,1,20,3.25,13.0,83.33
L Qiao,Vanuatu,T20I,1,24,13,2,14,3.25,6.5,58.33
L Ramjit,Bangladesh,T20I,1,6,11,0,3,11.0,11.0,50.0
L Ramjit,Canada,T20I,2,42,25,4,28,3.57,6.25,66.67
L Ramjit,Namibia,T20I,1,24,11,2,15,2.75,5.5,62.5
L Ramjit,Papua New Guinea,T20I,1,24,23,1,11,5.75,23.0,45.83
L Ramjit,Scotland,T20I,1,12,11,0,4,5.5,11.0,33.33
L Rika,Indonesia,T20I,1,15,28,0,2,11.2,28.0,13.33
L Samani,Japan,T20I,1,6,7,0,2,7.0,7.0,33.33
L Sanogo,Cameroon,T20I,1,6,3,0,3,3.0,3.0,50.0
L Sanogo,Kenya,T20I,1,6,16,0,2,16.0,16.0,33.33
L Sanogo,Lesotho,T20I,2,48,57,3,26,7.12,19.0,54.17
L Sanogo,Seychelles,T20I,1,24,33,0,7,8.25,33.0,29.17
L Shafeeg,Bhutan,T20I,3,30,43,0,9,8.6,43.0,30.0
L Shafeeg,Indonesia,T20I,1,24,20,3,15,5.0,6.67,62.5
L Shafeeg,Kuwait,T20I,4,68,103,2,28,9.09,51.5,41.18
L Shafeeg,Malaysia,T20I,1,24,40,0,5,10.0,40.0,20.83
L Shafeeg,Mongolia,T20I,1,18,20,1,8,6.67,20.0,44.44
L Shafeeg,Myanmar,T20I,1,18,11,1,11,3.67,11.0,61.11
L Shafeeg,Nepal,T20I,2,48,58,4,19,7.25,14.5,39.58
L Shafeeg,Qatar,T20I,2,36,68,2,11,11.33,34.0,30.56
L Shafeeg,Saudi Arabia,T20I,2,12,24,1,5,12.0,24.0,41.67
L Shafeeg,Singapore,T20I,1,24,29,2,12,7.25,14.5,50.0
L Shafeeg,Thailand,T20I,1,18,27,1,7,9.0,27.0,38.89
L Shetty,Italy,T20I,1,13,21,0,6,9.69,21.0,46.15
L Shetty,Nepal,T20I,2,30,15,1,19,3.0,15.0,63.33
L Shetty,Netherlands,T20I,3,48,65,2,16,8.12,32.5,33.33
L Shetty,Papua New Guinea,T20I,1,25,28,3,12,6.72,9.33,48.0
L Shetty,Rwanda,T20I,1,6,14,0,2,14.0,14.0,33.33
L Shetty,Thailand,T20I,1,6,13,0,3,13.0,13.0,50.0
L Shetty,Vanuatu,T20I,1,24,16,4,17,4.0,4.0,70.83
L Shetty,Zimbabwe,ODI,2,36,47,0,18,7.83,47.0,50.0
L Siaka,Bermuda,T20I,1,6,11,0,1,11.0,11.0,16.67
L Siaka,Hong Kong,ODI,2,30,15,1,19,3.0,15.0,63.33
L Siaka,Namibia,ODI,1,18,13,0,11,4.33,13.0,61.11
L Siaka,Nepal,ODI,1,6,6,0,3,6.0,6.0,50.0
L Siaka,Nepal,T20I,1,6,15,0,0,15.0,15.0,0.0
L Siaka,Oman,ODI,2,36,37,0,16,6.17,37.0,44.44
L Siaka,Oman,T20I,1,12,17,0,2,8.5,17.0,16.67
L Siaka,Philippines,T20I,1,24,18,2,11,4.5,9.0,45.83
L Siaka,Samoa,T20I,1,6,10,0,1,10.0,10.0,16.67
L Siaka,Scotland,ODI,2,18,21,0,7,7.0,21.0,38.89
L Siaka,Scotland,T20I,1,6,9,0,3,9.0,9.0,50.0
L Siaka,United Arab Emirates,ODI,1,12,12,0,3,6.0,12.0,25.0
L Siaka,United States of America,ODI,1,61,34,2,39,3.34,17.0,63.93
L Siaka,Vanuatu,T20I,2,31,23,5,13,4.45,4.6,41.94
L Siaka,West Indies,ODI,1,18,15,0,7,5.0,15.0,38.89
L Sipamla,Australia,ODI,1,48,40,0,27,5.0,40.0,56.25
L Sipamla,England,ODI,2,98,82,2,55,5.02,41.0,56.12
L Sipamla,England,T20I,1,17,45,0,2,15.88,45.0,11.76
L Sipamla,India,T20I,4,97,192,5,28,11.88,38.4,28.87
L Sipamla,New Zealand,T20I,1,14,26,1,7,11.14,26.0,50.0
L Sipamla,New Zealand,Test,1,180,78,1,151,2.6,78.0,83.89
L Sipamla,Pakistan,ODI,1,37,50,0,14,8.11,50.0,37.84
L Sipamla,Pakistan,T20I,5,90,142,2,24,9.47,71.0,26.67
L Sipamla,Sri Lanka,T20I,3,58,85,5,23,8.79,17.0,39.66
L Sipamla,Sri Lanka,Test,2,244,174,11,171,4.28,15.82,70.08
L Sormus,Cyprus,T20I,3,70,48,3,33,4.11,16.0,47.14
L Sormus,Denmark,T20I,1,10,13,0,4,7.8,13.0,40.0
L Sormus,Gibraltar,T20I,3,82,92,3,35,6.73,30.67,42.68
L Sormus,Norway,T20I,1,19,21,1,9,6.63,21.0,47.37
L Tastuki,Japan,T20I,1,24,16,1,17,4.0,16.0,70.83
L Tastuki,Papua New Guinea,T20I,1,24,22,1,13,5.5,22.0,54.17
L Tastuki,Samoa,T20I,1,24,14,0,15,3.5,14.0,62.5
L Taylor,Brazil,T20I,4,90,53,3,53,3.53,17.67,58.89
L Taylor,Canada,T20I,4,85,61,4,46,4.31,15.25,54.12
L Taylor,Chile,T20I,1,6,0,1,6,0.0,0.0,100.0
L Taylor,United States of America,T20I,4,67,83,2,20,7.43,41.5,29.85
L Thobela,Cameroon,T20I,1,8,7,0,4,5.25,7.0,50.0
L Tshuma,Botswana,T20I,1,25,6,3,20,1.44,2.0,80.0
L Tshuma,Ireland,ODI,8,337,263,14,177,4.68,18.79,52.52
L Tshuma,Ireland,T20I,8,121,157,3,40,7.79,52.33,33.06
L Tshuma,Kenya,T20I,1,24,14,3,14,3.5,4.67,58.33
L Tshuma,Namibia,T20I,4,79,96,5,34,7.29,19.2,43.04
L Tshuma,Nepal,T20I,1,12,16,0,4,8.0,16.0,33.33
L Tshuma,New Zealand,ODI,3,78,82,1,29,6.31,82.0,37.18
L Tshuma,New Zealand,T20I,2,30,39,0,11,7.8,39.0,36.67
L Tshuma,Nigeria,T20I,2,48,40,4,28,5.0,10.0,58.33
L Tshuma,Pakistan,ODI,1,60,24,1,45,2.4,24.0,75.0
L Tshuma,Papua New Guinea,ODI,1,25,25,0,12,6.0,25.0,48.0
L Tshuma,Papua New Guinea,T20I,3,60,51,2,25,5.1,25.5,41.67
L Tshuma,Rwanda,T20I,1,24,11,4,18,2.75,2.75,75.0
L Tshuma,Scotland,T20I,1,22,25,3,10,6.82,8.33,45.45
L Tshuma,Sierra Leone,T20I,1,20,10,2,12,3.0,5.0,60.0
L Tshuma,South Africa,T20I,1,24,16,1,15,4.0,16.0,62.5
L Tshuma,Tanzania,T20I,2,48,41,0,22,5.12,41.0,45.83
L Tshuma,Thailand,ODI,3,132,91,1,84,4.14,91.0,63.64
L Tshuma,Thailand,T20I,7,144,129,8,66,5.38,16.12,45.83
L Tshuma,Uganda,T20I,4,72,69,5,31,5.75,13.8,43.06
L Tshuma,United Arab Emirates,ODI,4,156,110,8,90,4.23,13.75,57.69
L Tshuma,United Arab Emirates,T20I,2,32,32,2,16,6.0,16.0,50.0
L Tshuma,United States of America,ODI,1,18,18,0,5,6.0,18.0,27.78
L Tshuma,United States of America,T20I,3,60,65,4,18,6.5,16.25,30.0
L Tshuma,Vanuatu,T20I,1,6,7,0,2,7.0,7.0,33.33
L Udeh,Botswana,T20I,1,24,3,3,23,0.75,1.0,95.83
L Udeh,Brazil,T20I,2,43,34,3,33,4.74,11.33,76.74
L Udeh,Cameroon,T20I,2,37,12,5,33,1.95,2.4,89.19
L Udeh,Germany,T20I,1,24,13,1,16,3.25,13.0,66.67
L Udeh,Kenya,T20I,2,48,37,1,28,4.62,37.0,58.33
L Udeh,Malawi,T20I,1,12,5,0,10,2.5,5.0,83.33
L Udeh,Namibia,T20I,3,67,66,3,38,5.91,22.0,56.72
L Udeh,Rwanda,T20I,5,113,65,11,76,3.45,5.91,67.26
L Udeh,Sierra Leone,T20I,3,54,39,1,34,4.33,39.0,62.96
L Udeh,Tanzania,T20I,3,54,44,3,32,4.89,14.67,59.26
L Udeh,Uganda,T20I,3,72,40,9,51,3.33,4.44,70.83
L Udeh,Zimbabwe,T20I,2,38,45,0,25,7.11,45.0,65.79
L Vincent,Australia,ODI,1,12,22,0,6,11.0,22.0,50.0
L Vincent,South Africa,ODI,1,6,0,1,6,0.0,0.0,100.0
L Vincent,Sri Lanka,Test,1,6,2,0,4,2.0,2.0,66.67
L Visser,Papua New Guinea,T20I,1,18,21,2,8,7.0,10.5,44.44
L Visser,Scotland,T20I,1,6,13,0,1,13.0,13.0,16.67
L Visser,Thailand,T20I,1,6,16,0,2,16.0,16.0,33.33
L Visser,Uganda,T20I,1,24,11,3,16,2.75,3.67,66.67
L Visser,United Arab Emirates,T20I,1,6,12,0,0,12.0,12.0,0.0
L Vuadreu,Japan,T20I,1,24,25,4,11,6.25,6.25,45.83
L Wahmowe,Fiji,T20I,1,24,24,4,14,6.0,6.0,58.33
L Wahmowe,Samoa,T20I,1,12,14,2,6,7.0,7.0,50.0
L Wahmowe,Vanuatu,T20I,1,24,20,2,10,5.0,10.0,41.67
L Ward,France,T20I,1,6,4,1,2,4.0,4.0,33.33
L Wesley,Lesotho,T20I,1,4,3,1,4,4.5,3.0,100.0
L Wood,Australia,ODI,1,60,63,0,29,6.3,63.0,48.33
L Wood,Delhi Capitals,IPL,1,24,68,1,5,17.0,68.0,20.83
L Wood,Gujarat Titans,IPL,1,13,26,0,4,12.0,26.0,30.77
L Wood,Ireland,T20I,2,36,46,0,19,7.67,46.0,52.78
L Wood,Islamabad United,PSL,4,96,137,4,33,8.56,34.25,34.38
L Wood,Karachi Kings,PSL,4,96,98,8,48,6.12,12.25,50.0
L Wood,Lahore Qalandars,PSL,4,90,152,5,29,10.13,30.4,32.22
L Wood,Multan Sultans,PSL,5,106,132,4,43,7.47,33.0,40.57
L Wood,Nepal,T20I,1,18,31,1,8,10.33,31.0,44.44
L Wood,New Zealand,ODI,1,48,54,1,24,6.75,54.0,50.0
L Wood,New Zealand,T20I,5,96,151,7,42,9.44,21.57,43.75
L Wood,Pakistan,T20I,2,48,73,3,14,9.12,24.33,29.17
L Wood,Quetta Gladiators,PSL,3,67,101,5,25,9.04,20.2,37.31
L Wood,South Africa,T20I,2,30,60,2,9,12.0,30.0,30.0
L Wood,Sri Lanka,T20I,1,12,13,1,7,6.5,13.0,58.33
L Wood,West Indies,T20I,2,49,58,6,24,7.1,9.67,48.98
LA Burns,Belgium,T20I,1,24,38,1,10,9.5,38.0,41.67
LA Burns,Croatia,T20I,10,216,151,18,137,4.19,8.39,63.43
LA Burns,Cyprus,T20I,1,24,27,2,12,6.75,13.5,50.0
LA Burns,Czech Republic,T20I,1,25,34,1,10,8.16,34.0,40.0
LA Burns,Denmark,T20I,1,18,18,1,6,6.0,18.0,33.33
LA Burns,Finland,T20I,1,24,20,0,9,5.0,20.0,37.5
LA Burns,Germany,T20I,2,48,54,0,18,6.75,54.0,37.5
LA Burns,Greece,T20I,1,24,38,1,9,9.5,38.0,37.5
LA Burns,Guernsey,T20I,2,36,25,5,18,4.17,5.0,50.0
LA Burns,Isle of Man,T20I,4,76,49,9,43,3.87,5.44,56.58
LA Burns,Israel,T20I,1,24,20,1,12,5.0,20.0,50.0
LA Burns,Italy,T20I,2,48,60,3,18,7.5,20.0,37.5
LA Burns,Jersey,T20I,2,48,67,4,18,8.38,16.75,37.5
LA Burns,Norway,T20I,2,42,37,4,22,5.29,9.25,52.38
LA Burns,Portugal,T20I,1,24,18,2,14,4.5,9.0,58.33
LA Carseldine,Royal Challengers Bangalore,IPL,1,6,6,1,4,6.0,6.0,66.67
LA Dawson,Australia,ODI,3,180,189,2,67,6.3,94.5,37.22
LA Dawson,Australia,T20I,1,12,23,0,3,11.5,23.0,25.0
LA Dawson,India,T20I,2,18,39,0,2,13.0,39.0,11.11
LA Dawson,India,Test,2,630,278,3,450,2.65,92.67,71.43
LA Dawson,Ireland,T20I,2,36,49,3,13,8.17,16.33,36.11
LA Dawson,Islamabad United,PSL,4,48,81,0,16,10.12,81.0,33.33
LA Dawson,Italy,T20I,1,18,26,0,5,8.67,26.0,27.78
LA Dawson,Karachi Kings,PSL,6,105,124,6,45,7.09,20.67,42.86
LA Dawson,Lahore Qalandars,PSL,5,114,131,7,46,6.89,18.71,40.35
LA Dawson,Multan Sultans,PSL,5,84,73,6,37,5.21,12.17,44.05
LA Dawson,Nepal,T20I,1,24,21,2,10,5.25,10.5,41.67
LA Dawson,New Zealand,T20I,3,72,97,4,25,8.08,24.25,34.72
LA Dawson,Pakistan,ODI,1,48,70,2,14,8.75,35.0,29.17
LA Dawson,Pakistan,T20I,4,78,89,4,26,6.85,22.25,33.33
LA Dawson,Peshawar Zalmi,PSL,2,30,49,1,11,9.8,49.0,36.67
LA Dawson,Quetta Gladiators,PSL,7,126,217,3,30,10.33,72.33,23.81
LA Dawson,Scotland,T20I,1,24,34,2,7,8.5,17.0,29.17
LA Dawson,South Africa,T20I,4,73,104,3,22,8.55,34.67,30.14
LA Dawson,South Africa,Test,2,268,174,5,194,3.9,34.8,72.39
LA Dawson,Sri Lanka,ODI,4,216,146,7,123,4.06,20.86,56.94
LA Dawson,Sri Lanka,T20I,5,120,146,10,42,7.3,14.6,35.0
LA Dawson,West Indies,T20I,6,120,151,5,54,7.55,30.2,45.0
LA Dunbar,Gibraltar,T20I,1,6,8,0,3,8.0,8.0,50.0
LA Goncalves,Costa Rica,T20I,2,43,33,3,26,4.6,11.0,60.47
LA Goncalves,Mexico,T20I,2,31,28,4,20,5.42,7.0,64.52
LA Marsh,Australia,ODI,9,420,318,10,236,4.54,31.8,56.19
LA Marsh,Australia,T20I,7,156,180,4,61,6.92,45.0,39.1
LA Marsh,Australia,Test,7,1662,698,20,1287,2.52,34.9,77.44
LA Marsh,India,ODI,5,300,197,4,172,3.94,49.25,57.33
LA Marsh,India,T20I,6,138,125,4,45,5.43,31.25,32.61
LA Marsh,India,Test,1,257,84,4,220,1.96,21.0,85.6
LA Marsh,New Zealand,ODI,6,276,227,6,150,4.93,37.83,54.35
LA Marsh,New Zealand,T20I,4,90,86,6,35,5.73,14.33,38.89
LA Marsh,Pakistan,ODI,3,162,89,4,103,3.3,22.25,63.58
LA Marsh,Pakistan,T20I,4,96,61,7,56,3.81,8.71,58.33
LA Marsh,South Africa,ODI,7,371,298,11,195,4.82,27.09,52.56
LA Marsh,South Africa,T20I,1,24,19,3,11,4.75,6.33,45.83
LA Marsh,Sri Lanka,ODI,6,348,208,13,239,3.59,16.0,68.68
LA Marsh,Sri Lanka,T20I,3,66,47,3,29,4.27,15.67,43.94
LA Marsh,West Indies,ODI,3,150,77,5,107,3.08,15.4,71.33
LA Marsh,West Indies,T20I,4,78,55,4,45,4.23,13.75,57.69
LA McBride,Bangladesh,T20I,1,18,25,1,3,8.33,25.0,16.67
LA McBride,Germany,T20I,1,18,11,0,10,3.67,11.0,55.56
LA McBride,Italy,T20I,2,36,34,2,10,5.67,17.0,27.78
LA McBride,Namibia,T20I,1,24,17,3,12,4.25,5.67,50.0
LA McBride,Netherlands,T20I,3,42,48,2,14,6.86,24.0,33.33
LA McBride,Pakistan,T20I,3,48,71,4,13,8.88,17.75,27.08
LA McBride,Scotland,T20I,1,24,27,1,7,6.75,27.0,29.17
LA McBride,South Africa,ODI,1,30,25,0,14,5.0,25.0,46.67
LA McBride,South Africa,T20I,1,18,40,0,2,13.33,40.0,11.11
LA McBride,Thailand,T20I,1,19,6,3,14,1.89,2.0,73.68
LA McBride,United States of America,T20I,1,24,19,0,13,4.75,19.0,54.17
LA McBride,Zimbabwe,ODI,2,85,47,5,51,3.32,9.4,60.0
LA McBride,Zimbabwe,T20I,2,42,47,2,14,6.71,23.5,33.33
LA Musiani,Bahamas,T20I,2,18,16,1,10,5.33,16.0,55.56
LA Musiani,Belize,T20I,1,23,25,1,9,6.52,25.0,39.13
LA Musiani,Bermuda,T20I,1,12,28,0,3,14.0,28.0,25.0
LA Musiani,United States of America,T20I,1,6,9,0,1,9.0,9.0,16.67
LA Simango,Botswana,T20I,2,36,36,0,16,6.0,36.0,44.44
LA Simango,Cameroon,T20I,1,15,8,1,10,3.2,8.0,66.67
LA Simango,Ghana,T20I,2,30,43,2,12,8.6,21.5,40.0
LA Simango,Nigeria,T20I,1,12,19,0,4,9.5,19.0,33.33
LA Simango,Tanzania,T20I,2,31,47,4,15,9.1,11.75,48.39
LA Simango,Uganda,T20I,1,25,21,2,15,5.04,10.5,60.0
LAR Bommareddy,Bhutan,T20I,2,19,21,0,7,6.63,21.0,36.84
LAR Bommareddy,Cambodia,T20I,3,61,41,5,42,4.03,8.2,68.85
LAR Bommareddy,Indonesia,T20I,2,50,75,1,16,9.0,75.0,32.0
LAR Bommareddy,Myanmar,T20I,1,6,7,0,5,7.0,7.0,83.33
LB Williams,Australia,T20I,3,48,85,4,18,10.62,21.25,37.5
LB Williams,Bangladesh,ODI,1,52,58,2,33,6.69,29.0,63.46
LB Williams,Bangladesh,Test,2,188,111,3,142,3.54,37.0,75.53
LB Williams,England,T20I,1,18,62,0,2,20.67,62.0,11.11
LB Williams,India,ODI,2,116,120,2,62,6.21,60.0,53.45
LB Williams,India,T20I,2,43,78,4,14,10.88,19.5,32.56
LB Williams,Ireland,ODI,4,202,191,12,114,5.67,15.92,56.44
LB Williams,Ireland,T20I,4,91,130,3,28,8.57,43.33,30.77
LB Williams,Kolkata Knight Riders,IPL,1,19,40,1,7,12.63,40.0,36.84
LB Williams,Mumbai Indians,IPL,1,19,34,0,6,10.74,34.0,31.58
LB Williams,Namibia,T20I,1,24,28,0,12,7.0,28.0,50.0
LB Williams,Pakistan,ODI,1,42,37,0,24,5.29,37.0,57.14
LB Williams,Pakistan,T20I,6,132,194,11,45,8.82,17.64,34.09
LB Williams,West Indies,T20I,2,36,57,3,15,9.5,19.0,41.67
LC Boylan,South Africa,ODI,1,18,37,2,5,12.33,18.5,27.78
LC Le Tissier,Denmark,T20I,2,48,43,4,19,5.38,10.75,39.58
LC Le Tissier,Germany,T20I,1,24,33,0,7,8.25,33.0,29.17
LC Le Tissier,Isle of Man,T20I,1,24,17,2,11,4.25,8.5,45.83
LC Le Tissier,Italy,T20I,1,24,17,4,12,4.25,4.25,50.0
LC Le Tissier,Jersey,T20I,1,6,12,0,1,12.0,12.0,16.67
LC Le Tissier,Norway,T20I,1,18,19,1,7,6.33,19.0,38.89
LC Pearson,Australia,Test,1,350,111,11,300,1.9,10.09,85.71
LC Romero,New Zealand,ODI,1,24,52,1,9,13.0,52.0,37.5
LC Sthalekar,England,ODI,2,102,37,2,82,2.18,18.5,80.39
LC Sthalekar,England,T20I,3,60,67,2,24,6.7,33.5,40.0
LC Sthalekar,England,Test,5,1032,302,10,880,1.76,30.2,85.27
LC Sthalekar,India,T20I,2,48,43,2,21,5.38,21.5,43.75
LC Sthalekar,New Zealand,ODI,4,228,181,2,123,4.76,90.5,53.95
LC Sthalekar,New Zealand,T20I,2,48,48,3,20,6.0,16.0,41.67
LC Sthalekar,Pakistan,T20I,1,12,7,0,8,3.5,7.0,66.67
LC Sthalekar,Sri Lanka,ODI,1,50,26,2,39,3.12,13.0,78.0
LC Sthalekar,West Indies,ODI,1,60,21,2,46,2.1,10.5,76.67
LC Sthalekar,West Indies,T20I,1,24,6,0,19,1.5,6.0,79.17
LCN Smith,Australia,ODI,1,48,43,2,22,5.38,21.5,45.83
LCN Smith,Australia,T20I,1,24,30,1,6,7.5,30.0,25.0
LCN Smith,Bangladesh,ODI,1,58,33,2,41,3.41,16.5,70.69
LCN Smith,Bangladesh,T20I,2,48,28,3,31,3.5,9.33,64.58
LCN Smith,India,ODI,3,151,142,4,63,5.64,35.5,41.72
LCN Smith,India,T20I,6,114,161,6,41,8.47,26.83,35.96
LCN Smith,New Zealand,ODI,1,57,30,3,40,3.16,10.0,70.18
LCN Smith,New Zealand,T20I,4,96,115,3,24,7.19,38.33,25.0
LCN Smith,Pakistan,ODI,1,12,11,0,7,5.5,11.0,58.33
LCN Smith,South Africa,ODI,2,84,77,3,54,5.5,25.67,64.29
LCN Smith,South Africa,T20I,2,48,58,2,18,7.25,29.0,37.5
LCN Smith,Sri Lanka,ODI,1,52,22,1,35,2.54,22.0,67.31
LCN Smith,Sri Lanka,T20I,3,60,71,4,27,7.1,17.75,45.0
LCN Smith,West Indies,ODI,2,120,64,7,79,3.2,9.14,65.83
LCN Smith,West Indies,T20I,4,96,84,6,53,5.25,14.0,55.21
LD Chukkapalli-Llinares,Greece,T20I,2,31,27,0,15,5.23,27.0,48.39
LD Madushanka,Pakistan,T20I,1,24,36,0,5,9.0,36.0,20.83
LD Madushanka,South Africa,ODI,3,133,155,4,44,6.99,38.75,33.08
LD Madushanka,Zimbabwe,ODI,1,12,22,0,4,11.0,22.0,33.33
LE Kaushalya,Australia,ODI,4,42,48,1,23,6.86,48.0,54.76
LE Kaushalya,Australia,T20I,2,18,29,0,6,9.67,29.0,33.33
LE Kaushalya,Bangladesh,T20I,2,18,12,0,14,4.0,12.0,77.78
LE Kaushalya,England,ODI,2,78,80,2,45,6.15,40.0,57.69
LE Kaushalya,England,T20I,1,6,12,0,2,12.0,12.0,33.33
LE Kaushalya,India,ODI,4,114,82,1,70,4.32,82.0,61.4
LE Kaushalya,India,T20I,2,28,29,1,13,6.21,29.0,46.43
LE Kaushalya,Ireland,ODI,1,6,7,0,3,7.0,7.0,50.0
LE Kaushalya,Ireland,T20I,1,12,10,0,8,5.0,10.0,66.67
LE Kaushalya,New Zealand,ODI,1,16,20,0,4,7.5,20.0,25.0
LE Kaushalya,New Zealand,T20I,2,18,18,0,9,6.0,18.0,50.0
LE Kaushalya,Pakistan,ODI,4,120,74,3,69,3.7,24.67,57.5
LE Kaushalya,Pakistan,T20I,3,30,29,1,15,5.8,29.0,50.0
LE Kaushalya,South Africa,ODI,4,66,73,2,37,6.64,36.5,56.06
