bowler,format,cluster,wickets,economy,average,dot_pct
Sahel Zadran,T20I,0,42,7.13,20.52,45.66
Ikramullah Khan,T20I,5,42,8.29,21.98,36.08
JNT Seales,ODI,1,42,5.84,28.64,55.79
AS Qwele,T20I,7,42,4.41,8.36,64.64
Nasrulla Rana,T20I,5,42,8.34,23.93,39.97
S Tippoch,T20I,7,42,4.46,13.64,53.83
Ritu Moni,T20I,0,42,5.69,16.76,45.15
Syazrul Idrus,T20I,0,42,7.18,13.33,46.58
Washington Sundar,IPL,5,42,7.74,35.4,33.85
Mahmudullah,Test,3,42,3.44,46.4,65.75
P Mishra,T20I,5,42,7.1,25.0,41.6
GD Arta,T20I,0,42,5.9,17.74,51.39
Mashrafe Mortaza,Test,3,42,3.26,41.88,73.48
HH Streak,ODI,1,42,4.19,24.76,63.72
Harshit Rana,IPL,5,42,9.45,24.5,40.12
Sazib Bhuiyan,T20I,5,42,8.45,15.19,32.45
Diana Baig,T20I,0,42,6.25,22.71,50.22
VD Philander,ODI,1,42,4.59,23.48,61.29
MD Shanaka,T20I,5,42,8.18,25.1,31.18
C Rumistrzewicz,T20I,7,42,4.75,10.38,48.46
KKN Egodage,T20I,7,42,5.04,15.0,50.0
J Botha,T20I,0,42,6.35,19.81,40.2
TS Sekhukhune,ODI,6,42,5.03,32.38,56.93
SC Selman,T20I,0,42,6.01,21.31,47.82
SK Raina,ODI,6,42,5.1,43.02,45.1
S Ecclestone,Test,3,42,2.85,28.33,77.43
R Sharma,IPL,5,42,7.02,25.86,37.07
AF Giles,ODI,1,41,4.06,28.05,53.71
S Bodha,T20I,5,41,8.37,19.27,38.87
Muhammad Amir,T20I,0,41,6.83,14.68,43.1
L Ngidi,IPL,5,41,8.5,18.66,39.07
B Shikongo,T20I,0,41,6.86,18.46,44.56
Ali Naseer,T20I,5,41,7.67,21.05,40.0
Khawar Ali,ODI,1,41,4.72,29.02,51.59
Khawar Ali,T20I,0,41,6.66,16.15,34.06
M Prasidh Krishna,ODI,1,41,6.01,26.88,55.31
SS Connell,ODI,6,41,4.91,38.32,58.1
Mengting Liu,T20I,7,41,4.14,7.46,64.64
EJ Carson,T20I,0,41,6.54,18.17,41.08
KS Williamson,ODI,6,41,5.35,31.95,42.98
AA Patil,T20I,0,41,5.94,18.51,42.63
J Maguire,T20I,0,41,6.57,18.37,48.11
Khushdil Shah,PSL,5,41,8.02,22.49,35.94
A Gurung,T20I,7,41,3.82,11.39,63.9
Sahir Naqash,T20I,0,41,7.35,14.07,42.46
Mohammad Nadeem,T20I,5,41,7.78,25.39,37.98
Mohammad Asif,ODI,1,41,4.66,32.54,63.0
KH Brunt,Test,1,41,2.45,19.44,80.15
SIP Fernando,T20I,0,41,6.07,17.83,46.12
CH Gayle,Test,3,41,2.72,41.76,70.96
RL Chase,ODI,6,41,5.08,47.17,48.09
RL Chase,T20I,5,41,7.56,26.29,34.04
GK Diviya,T20I,7,41,4.17,13.9,62.24
Sirajullah Khadim,T20I,0,41,6.17,14.24,48.06
RS Bopara,ODI,6,41,4.92,36.39,50.58
Wahab Riaz,T20I,5,41,8.07,23.68,38.92
RR Patel,T20I,0,40,5.91,14.3,44.23
Shahnawaz Dhani,PSL,5,40,9.02,20.32,39.37
Fayyaz Butt,ODI,6,40,5.67,31.18,52.8
G Sesay,T20I,7,40,5.79,10.88,55.65
WD Parnell,IPL,5,40,7.71,23.42,42.8
K McGill,T20I,0,40,6.09,12.32,46.3
LN Rajbanshi,T20I,0,40,6.56,20.32,44.35
MG Bracewell,ODI,6,40,4.91,34.38,51.37
TT Soe,T20I,7,40,4.07,10.2,56.31
L Malino,T20I,7,40,4.6,11.2,59.93
L Idambo,T20I,7,40,5.01,12.85,62.76
L Cardoso,T20I,7,40,4.37,7.82,57.67
DT Christian,IPL,5,40,8.07,29.8,35.67
A Doddaballapur,T20I,7,40,4.1,7.6,61.12
KA Pollard,T20I,5,40,8.37,28.5,29.74
KJ Abbott,Test,3,40,2.55,22.15,80.74
RM Farrell,T20I,0,40,5.64,14.58,45.16
SA Wittmann,T20I,7,40,5.07,16.5,59.67
AF Giles,Test,3,40,3.17,49.05,71.25
C Hinze,T20I,7,40,5.18,13.18,57.94
C Green,Test,3,40,3.5,37.98,70.8
L Udeh,T20I,7,40,3.95,9.65,68.09
RP Singh,Test,3,40,3.97,42.05,72.08
I Takahashi,T20I,0,40,5.92,16.5,51.27
I Toua,T20I,7,40,4.68,14.08,53.88
Sadia Yousuf,T20I,0,40,6.25,17.15,39.91
H Thaker,T20I,0,40,6.07,18.0,47.05
Asmavia Iqbal,T20I,0,40,6.09,16.23,49.45
Abbas Afridi,T20I,0,40,8.45,14.75,38.42
DL Vettori,T20I,0,40,5.83,19.32,40.38
Chaya Mughal,T20I,7,40,4.65,17.8,60.5
CR Seneviratna,T20I,7,40,4.76,10.9,57.45
MS Kasprowicz,Test,3,39,3.18,29.15,75.34
MS Gony,IPL,5,39,8.65,33.0,40.99
Yuvraj Singh,IPL,5,39,7.43,27.62,30.92
C Wright,T20I,0,39,6.8,18.54,45.61
Rubel Hossain,Test,3,39,3.83,70.87,66.81
A Kohli,T20I,7,39,5.72,16.0,50.53
Anwar Ali,PSL,5,39,9.08,33.46,35.5
HJ Manenti,T20I,0,39,6.69,11.69,43.77
M Ribeiro,T20I,7,39,4.54,9.26,64.78
RA Mair,T20I,0,39,6.57,22.77,44.02
CBRLS Kumara,ODI,6,39,6.48,32.05,52.25
Rizwan Haider,T20I,0,39,7.35,17.85,45.07
S Pandey,T20I,0,39,6.63,23.23,48.29
D Jakiel,T20I,0,39,7.37,17.82,49.82
GC Murtaza,T20I,0,39,7.62,22.18,46.99
Mashrafe Mortaza,T20I,5,39,8.18,36.59,36.96
SA Abbott,ODI,6,39,5.7,32.59,53.55
LE Plunkett,Test,3,39,3.36,36.18,73.91
VJ Kingma,ODI,1,39,5.1,26.56,62.32
Ijaz Hussain,T20I,0,39,7.25,14.1,45.05
W O'Rourke,Test,1,39,3.61,24.28,74.97
Puja Mahato,T20I,7,39,5.06,16.77,56.39
MN Samuels,Test,3,39,3.36,46.67,66.3
DT Johnston,ODI,1,39,4.53,28.38,61.08
Simi Singh,T20I,5,39,7.38,26.54,32.19
LT Bichard,T20I,0,39,6.07,16.0,44.89
M Kartik,IPL,5,39,7.22,35.59,35.1
Fahima Khatun,ODI,6,39,4.54,30.26,50.48
Ebadat Hossain,Test,3,39,3.54,52.18,73.0
T Mupariwa,ODI,6,39,5.27,30.92,54.84
PWA Mulder,Test,3,39,2.87,25.33,77.28
WK Dilhari,ODI,6,38,4.98,34.66,49.31
H Hotchandani,T20I,7,38,4.83,15.71,53.17
D Heyliger,ODI,1,38,5.09,23.26,58.25
CJA Amini,T20I,0,38,6.39,19.68,37.89
D Pretorius,ODI,1,38,4.97,24.92,54.11
Sohag Gazi,Test,3,38,3.04,42.08,69.79
TK Curran,ODI,6,38,5.91,33.95,46.34
PADLR Sandakan,Test,3,38,3.69,33.58,63.13
KP Meiyappan,ODI,6,38,5.53,29.32,49.25
KV Morea,T20I,0,38,7.37,15.29,39.75
UDU Chandana,ODI,1,38,4.85,26.42,51.41
JM Kerr,T20I,0,38,6.38,26.74,48.27
Aisya Eleesa,T20I,7,38,5.63,17.39,50.5
KM Beams,ODI,1,38,3.93,19.95,58.34
Sarawut Maliwan,T20I,0,38,6.6,18.05,38.62
DP Nannes,IPL,0,38,7.25,20.66,47.08
D Bishoo,ODI,6,38,4.93,43.89,50.07
SI Mahmood,ODI,1,38,5.63,29.29,55.9
A Nortje,ODI,1,38,5.85,25.84,53.27
Mudassar Bukhari,T20I,0,38,6.7,14.58,45.77
J Sumerauer,T20I,0,38,7.2,20.71,44.82
SJ Benn,ODI,6,38,4.89,48.95,50.44
S Randiv,ODI,6,38,5.07,31.95,46.94
GD Elliott,ODI,6,38,5.5,28.95,47.13
OU Ranasinghe,ODI,1,38,5.32,26.55,46.88
Hamza Tahir,ODI,1,38,4.29,26.47,54.98
Amjad Sher,T20I,0,38,6.67,18.92,51.0
R Andrew,T20I,7,38,5.53,15.29,55.71
Sarfaraz Ali,T20I,0,38,7.13,21.08,38.13
Nasum Ahmed,T20I,5,38,7.61,25.61,41.33
Basil Hameed,T20I,0,38,7.01,15.74,38.87
PE Mendonca,T20I,7,38,4.76,14.55,53.08
P Negi,IPL,5,38,7.87,24.71,34.78
TL Best,Test,3,38,3.67,35.84,70.95
Mahmudullah,T20I,5,38,7.37,27.05,32.97
I Danladi,T20I,0,38,5.74,13.39,47.18
NC Monteiro,T20I,7,37,4.17,8.97,59.41
DN Wellalage,ODI,6,37,5.07,31.78,51.15
C Mahamalage,T20I,7,37,5.65,16.78,51.82
MR Marsh,IPL,5,37,8.47,21.49,33.57
R Slater,T20I,0,37,6.53,19.32,51.75
YK Pathan,ODI,6,37,5.5,36.89,42.95
R Shepherd,ODI,6,37,5.48,35.92,54.74
HK Bennett,ODI,1,37,5.5,22.16,55.64
M Taniyama,T20I,7,37,5.31,10.95,51.97
CBRLS Kumara,T20I,5,37,8.3,19.59,39.69
K Klein,ODI,7,37,4.93,18.38,61.96
BD Glover,T20I,0,37,6.58,13.54,49.67
Ali Nayyer,T20I,0,37,7.18,17.78,46.55
Mir Hamza,PSL,5,37,8.67,26.97,39.65
SN Thakur,T20I,5,37,9.09,20.03,38.65
M Markande,IPL,5,37,9.15,30.95,29.69
S Yeshi,T20I,0,37,5.56,18.19,49.59
AJ Parmar,T20I,0,37,6.31,12.27,42.59
P Siaka,T20I,7,37,4.27,10.08,54.2
JF Mooney,ODI,1,37,5.47,29.68,56.1
V Sehwag,Test,3,37,2.92,42.95,71.04
MS Kasprowicz,ODI,7,37,3.96,15.49,63.98
AC Evans,ODI,1,37,5.45,31.03,58.86
KJ Garth,T20I,0,37,6.73,24.3,47.82
N Nipiko,T20I,0,37,7.8,14.19,42.57
N Boje,Test,3,37,3.26,50.11,72.51
Mohsin Khan,IPL,5,37,8.3,22.65,44.39
DL Piedt,Test,3,37,3.76,41.11,68.2
SA Abbott,T20I,5,37,9.19,23.11,36.2
KR Mayers,Test,1,37,2.43,16.81,80.04
NLTC Perera,IPL,5,37,8.7,27.46,33.95
JA Duffy,ODI,1,37,5.86,22.95,59.26
A Vala,T20I,0,37,6.48,15.59,38.39
SC Selman,ODI,1,36,4.13,31.06,59.61
KK Cooper,IPL,5,36,7.87,21.03,36.22
Abdur Razzak,T20I,0,36,6.94,19.61,42.95
L Bruce,T20I,5,36,8.08,27.0,39.75
Kaleemullah,T20I,0,36,7.05,23.97,47.28
MG Bracewell,T20I,0,36,7.34,20.56,37.69
AI Chudasama,T20I,7,36,5.14,17.72,52.62
MJ Potts,Test,3,36,3.29,33.36,76.37
DM Bess,Test,3,36,2.93,33.97,74.63
JN Frylinck,ODI,1,36,4.4,25.61,58.87
NM Coulter-Nile,T20I,5,36,8.23,22.25,40.75
C Bosch,T20I,0,36,7.86,16.44,41.37
CJ Jordan,IPL,5,36,9.55,30.03,33.14
JP Faulkner,T20I,5,36,7.97,19.0,32.43
DJ Willey,PSL,5,36,8.35,20.06,43.35
TM Dilshan,Test,3,36,3.09,43.61,68.84
Maryam Omar,T20I,7,36,4.84,14.39,56.54
BA Carse,ODI,6,36,6.27,38.19,52.66
G Motie,Test,1,36,3.26,26.28,69.54
L Paul,T20I,0,36,5.85,15.33,42.76
I Nandakumar,T20I,7,36,4.79,19.0,55.66
Amjad Mahboob,T20I,5,36,8.31,20.11,39.58
TL Best,ODI,1,36,5.13,26.28,59.71
M Theekshana,IPL,5,36,8.25,33.53,31.09
M Tom,T20I,7,36,5.17,16.58,59.16
BMSM Kumari,ODI,6,36,5.23,39.92,48.15
Hasan Mahmud,Test,3,36,3.52,30.31,72.63
BJ Currie,T20I,7,36,5.88,12.25,51.78
HJ Thomas,T20I,7,36,5.01,15.83,55.93
Sadia Yousuf,ODI,1,36,4.4,25.89,55.74
Gulsan Jha,ODI,6,36,6.04,30.75,52.59
Washington Sundar,Test,3,36,3.24,32.97,68.08
D Brown,T20I,0,36,6.51,23.81,53.16
A Chandel,T20I,7,36,4.78,15.08,56.6
R Tewatia,IPL,5,36,7.89,30.86,31.95
CD Collymore,ODI,6,35,4.18,36.11,61.62
Mohammad Sami,Test,3,35,3.78,64.69,69.66
S Nampiina,T20I,7,35,5.04,8.43,55.56
AD Mathews,Test,3,35,2.71,51.37,76.57
H Rathod,T20I,0,35,6.49,12.09,35.81
SA Ahmad,T20I,0,35,5.63,14.83,47.38
KJ Abbott,ODI,1,35,4.82,30.03,60.78
NK Ariani,T20I,7,35,4.5,8.69,57.28
KD Mills,Test,3,35,3.01,29.91,77.64
MH Ushanga,T20I,7,35,4.71,12.94,53.03
Aayan Afzal Khan,T20I,0,35,5.75,16.66,45.72
SNJ O'Keefe,Test,3,35,2.77,29.4,73.65
VP Thamotharam,T20I,5,35,7.72,27.2,39.32
EA Osborne,ODI,1,35,4.5,21.77,53.39
Ali Khan,ODI,7,35,4.75,15.49,61.46
Mohameed Taiwo,T20I,0,35,6.34,21.89,50.48
Rahat Ali,PSL,5,35,7.82,22.86,41.69
LS Livingstone,T20I,5,35,8.71,23.94,33.1
A Nehra,T20I,0,35,7.83,21.11,42.4
M Ashwin,IPL,5,35,7.99,33.2,34.14
Harmeet Singh,T20I,0,35,6.94,20.46,37.0
Harpreet Brar,IPL,5,35,7.97,31.71,34.33
HDJ Siegers,T20I,7,35,5.47,15.06,53.63
BJ Currie,ODI,7,35,3.84,11.71,68.8
HR Huddleston,ODI,1,35,4.34,22.77,64.21
JM Bird,Test,3,35,3.2,29.77,77.21
Akif Javed,PSL,5,35,9.06,22.66,39.43
AG Cremer,T20I,5,35,7.28,20.83,34.78
Jasdeep Singh,T20I,5,35,8.31,25.4,39.72
R Rijke,T20I,7,35,5.22,13.0,56.41
D Pretorius,T20I,5,35,8.25,19.89,30.24
Abdur Rehman,ODI,6,35,4.2,31.37,56.09
GF Linde,T20I,5,34,7.43,23.38,39.56
Naeem Islam,ODI,6,34,4.92,33.65,48.35
Mohammad Naveed,T20I,7,34,5.75,14.47,53.41
JE Taylor,T20I,5,34,8.62,22.91,41.33
CA Henry,ODI,6,34,5.05,38.0,58.67
K Hinds,T20I,7,34,5.63,15.09,55.21
MM Baig,T20I,0,34,7.57,14.44,45.24
PJ Ongondo,ODI,1,34,4.58,28.74,65.65
A Dananjaya,Test,1,34,3.55,24.09,68.4
MM Sharma,ODI,1,34,5.44,30.0,56.75
Ateeq Iqbal,T20I,0,34,6.04,19.62,49.62
AM Fernando,ODI,6,34,5.95,31.15,54.03
D Hazell,ODI,1,34,3.93,25.97,58.23
DL Vettori,IPL,5,34,6.79,25.85,36.42
Usman Shinwari,ODI,7,34,4.85,16.91,59.77
NO Miller,ODI,6,34,4.91,41.0,49.15
A Salomao,T20I,7,34,5.18,16.18,58.4
Joshua Asia,T20I,7,34,4.67,9.85,48.37
A King,T20I,0,34,6.39,16.56,41.59
CM Gough,T20I,7,34,4.93,14.85,55.37
A Dcosta,T20I,7,34,5.48,14.29,52.07
BV Sears,T20I,5,34,8.06,20.5,41.43
BA Williams,ODI,1,34,4.04,18.91,67.12
AR Cusack,ODI,1,34,5.22,24.94,54.36
Sikandar Raza,Test,3,34,3.3,46.09,67.82
Khurram Shahzad,PSL,0,34,8.13,18.18,45.39
EA Osborne,T20I,0,34,5.71,17.09,37.38
RJ Peterson,Test,3,34,3.52,39.65,73.35
RJW Topley,T20I,5,34,8.3,28.76,40.88
AAP Rivero,T20I,7,33,5.21,12.39,48.83
SZ Vayani,T20I,0,33,6.75,20.94,46.25
K Amuge,T20I,7,33,4.31,8.27,63.42
C Campher,T20I,5,33,8.35,31.58,32.31
CJA Amini,ODI,6,33,4.85,39.03,53.55
CAK Rajitha,ODI,6,33,6.3,36.48,55.41
GT Main,ODI,7,33,5.32,17.94,59.73
S Prasanna,ODI,6,33,5.43,52.21,45.88
MM Patel,Test,3,33,3.02,37.24,76.5
K Klein,T20I,0,33,8.18,16.94,44.15
Amarpal Kaur,T20I,7,33,4.37,7.91,55.31
S Molineux,ODI,7,33,3.88,16.48,64.13
A Kirschbaum,T20I,7,33,5.73,17.09,51.61
Aysha,T20I,0,33,6.31,19.7,47.25
AJ Bichel,ODI,1,33,4.41,27.82,60.88
Shivam Mavi,IPL,5,33,8.63,28.55,40.76
L Bull,T20I,7,33,4.43,9.24,55.93
PP Chawla,ODI,6,33,5.1,33.85,52.7
RR Powar,ODI,6,33,4.68,33.58,53.66
GD Phillips,Test,3,33,3.57,31.03,63.24
G Onions,Test,3,33,3.57,29.0,73.23
Faheem Ashraf,ODI,6,33,5.22,44.39,52.88
Rahmatullah Mangal,T20I,0,33,6.79,14.27,49.04
V Zimonjic,T20I,0,33,7.77,23.3,48.82
Haider Ali,T20I,0,33,6.24,17.39,46.92
M Pathirana,T20I,5,33,8.26,19.03,38.16
P Koech,T20I,0,33,7.72,18.48,49.16
HR Walsh,T20I,5,33,7.91,23.94,33.72
MF Maharoof,IPL,0,33,7.34,15.76,41.65
BV Vitori,ODI,6,33,5.84,30.24,52.98
LA Dawson,T20I,5,33,7.76,23.33,35.13
EU Kejarukua,T20I,7,33,4.72,17.52,55.18
Khaled Ahmed,Test,3,33,3.53,46.61,71.66
Junaid Khan,PSL,5,33,8.42,23.64,35.79
C Campher,ODI,6,33,5.6,30.39,52.79
SN Thakur,Test,3,33,3.73,31.03,69.44
BA Pai,T20I,0,33,6.58,23.27,49.71
BW Hilfenhaus,ODI,6,33,5.24,32.58,59.43
TM McGrath,ODI,6,33,5.18,29.33,50.04
AB Agarkar,IPL,5,33,8.81,34.88,34.82
JH Davey,T20I,5,33,8.1,22.94,37.25
A Gardner,Test,1,33,2.53,18.15,77.43
K Piet,T20I,0,32,6.68,18.38,47.92
HASD Siriwardene,ODI,6,32,4.73,41.0,52.31
SW Bates,T20I,0,32,6.54,20.69,36.41
Waqar Ali,T20I,7,32,4.64,7.16,54.73
Waqar Zalmai,T20I,5,32,8.54,23.12,40.38
SR Patel,PSL,5,32,7.59,24.0,38.55
M Jansen,T20I,5,32,8.87,28.88,45.28
Haroon Arshad,T20I,5,32,8.35,22.31,41.91
A Kumble,ODI,6,32,4.57,35.75,55.33
A Zampa,IPL,5,32,8.38,20.38,30.62
FC Jonas,T20I,0,32,5.96,23.62,44.94
MA Baig,T20I,7,32,4.84,8.84,55.27
IM Vaghela,T20I,7,32,5.02,12.62,54.45
TK Curran,T20I,5,32,9.22,28.34,32.37
A Mokgotlhe,T20I,7,32,5.16,20.22,58.51
LJ Myott,T20I,0,32,6.04,14.06,42.95
Anam Amin,ODI,1,32,3.91,22.75,63.83
I Udana,T20I,5,32,8.69,28.59,32.44
Naseem Shah,T20I,5,32,8.17,30.38,42.72
KMA Paul,ODI,6,32,6.17,35.5,48.42
PVD Chameera,Test,3,32,3.87,41.28,67.5
Ilenia Sims,T20I,0,32,5.89,13.81,40.22
Marufa Akter,ODI,1,32,4.61,29.0,63.19
EA Perry,Test,3,32,2.5,24.12,77.86
Ibrahim Hassan,T20I,5,32,7.4,25.72,47.53
DT Hondo,ODI,6,32,5.21,36.5,58.25
OEG Baartman,T20I,0,32,8.11,18.47,45.77
Karanbir Singh,T20I,0,32,8.3,15.22,38.92
Khadija Tul Kubra,T20I,0,32,5.31,15.09,45.42
J Theron,ODI,1,32,5.1,20.84,54.34
Adnan Idrees,T20I,0,32,7.7,19.69,37.88
MJ Clarke,Test,3,32,2.89,36.09,70.42
MI Khagoitsa,T20I,7,32,4.18,9.94,66.89
T Zangmo,T20I,7,32,4.86,16.25,49.69
AF Ifill,T20I,0,32,6.15,16.44,49.9
S Kananji,T20I,7,32,4.5,10.97,69.66
JE Ronalds,T20I,7,32,4.5,9.78,55.88
R Samson,T20I,7,32,5.19,12.03,54.61
KDU Prabodhani,ODI,6,32,4.62,38.88,59.62
SF Daley,T20I,7,32,5.56,12.72,51.48
DL Chahar,T20I,5,32,8.33,22.47,43.05
SF Jerome,T20I,7,32,4.23,12.22,55.32
K Arua,T20I,7,32,4.61,10.56,52.73
R Sakurano-Thomas,T20I,0,32,6.9,17.31,50.83
Abdullah Akbarjan,T20I,0,32,6.77,15.09,35.05
N Thushara,T20I,5,32,8.16,22.88,38.1
R Sai Kishore,IPL,5,32,8.86,20.34,30.39
D Suzuki,T20I,0,32,7.16,18.72,44.62
Ahsan Malik,T20I,0,32,7.54,17.62,36.75
CH Morris,T20I,5,32,8.45,20.94,40.34
Ruchitha Venkatesh,T20I,7,31,5.02,20.65,53.33
R Rampaul,T20I,5,31,8.19,25.9,39.63
DMW Rawlins,T20I,0,31,6.18,21.16,50.24
DN Wyatt,T20I,0,31,5.35,15.35,46.44
H Kaur,T20I,0,31,6.4,16.94,40.24
BA Stokes,IPL,5,31,8.59,32.0,36.08
KTGD Prasad,ODI,6,31,5.83,29.65,53.81
A Morris,T20I,0,31,5.89,16.55,49.9
GA Priandana,T20I,0,31,7.33,16.58,42.99
MJ Santner,IPL,5,31,7.5,27.74,36.05
MD Botha,T20I,7,31,3.99,8.65,63.28
K Bhurtel,T20I,0,31,7.11,16.13,39.1
K Joshi,T20I,0,31,5.3,18.45,46.91
Saim Ayub,T20I,0,31,7.36,19.26,39.01
A Singh,IPL,0,31,7.85,20.0,42.19
Umran Malik,IPL,5,31,9.32,24.9,43.66
Azhar Mahmood,IPL,5,31,7.75,22.58,38.01
V Permaul,Test,3,31,3.36,38.16,70.69
A Dutt,T20I,0,31,6.9,21.77,43.1
A Gbla,T20I,0,31,6.65,13.61,45.14
E Malinga,IPL,5,31,9.23,19.35,36.41
E Toguchi-Quinn,T20I,7,31,4.86,12.13,55.17
Mustafizur Rahman,Test,3,31,3.18,36.74,74.85
JW Dernbach,ODI,6,31,6.35,42.19,47.37
GI Hume,ODI,1,31,5.42,25.1,55.1
BMAJ Mendis,ODI,6,31,5.17,38.23,42.04
Vijaykumar Vyshak,IPL,5,31,10.48,28.39,27.98
JDP Oram,Test,3,31,2.34,34.61,81.83
Bilal Muhammad,T20I,0,31,6.7,18.32,48.53
SR Tendulkar,ODI,6,31,5.51,44.61,43.63
AR McBrine,Test,3,31,3.53,38.84,66.54
AR Puri,T20I,5,31,7.91,28.32,37.54
CR Woakes,IPL,5,31,8.95,21.23,39.23
CR Woakes,T20I,5,31,8.14,25.74,42.01
LA Marsh,T20I,0,31,5.27,18.35,43.52
T Lungameni,T20I,5,31,7.51,29.45,40.33
T Thushara,Test,3,31,3.65,31.65,71.28
Harmeet Singh,ODI,1,31,3.99,23.23,60.39
HV Patel,T20I,5,31,9.11,24.84,36.29
Abrar Ahmed,ODI,1,31,4.56,21.16,54.75
MR Gillespie,ODI,6,31,5.41,38.45,58.97
BM Tickner,ODI,6,31,6.38,29.45,51.63
KS Williamson,Test,3,31,3.37,38.94,68.36
MV Pavlovic,T20I,0,31,6.75,14.48,43.86
KA Jamieson,T20I,5,31,9.52,34.61,40.24
Simi Singh,ODI,1,30,3.83,20.3,60.44
M Kartik,ODI,6,30,5.05,33.97,50.33
Anas Khan,T20I,0,30,6.26,12.2,43.59
AM Blignaut,ODI,6,30,5.18,38.83,58.86
S Shrivastava,ODI,7,30,5.13,18.13,56.6
SF Tiai,T20I,0,30,7.21,19.3,37.34
SC van Schalkwyk,T20I,5,30,8.6,17.1,31.01
Priyada Murali,T20I,0,30,5.96,18.63,44.58
DP Nannes,T20I,0,30,7.52,15.3,46.45
R Shimwamana,T20I,7,30,3.56,10.8,64.65
AM Phangiso,ODI,1,30,4.58,27.63,55.71
S Conteh,T20I,7,30,5.5,12.43,52.33
C Udekwe,T20I,7,30,5.75,14.53,56.92
B White,T20I,5,30,8.34,30.13,34.46
Ibrahim Rizan,T20I,0,30,6.89,21.43,41.79
IJ Harvey,ODI,1,30,4.5,22.9,57.6
Pratik Singh Bais,T20I,7,30,5.38,14.7,56.3
A Dananjaya,T20I,5,30,8.22,30.93,34.12
SK Raina,IPL,5,30,7.39,37.27,32.93
Harmeet Singh,IPL,5,30,7.91,23.23,38.0
S Georgota,T20I,7,30,5.56,14.87,49.48
S Dube,T20I,5,30,9.67,26.0,30.99
Yuvraj Singh,T20I,0,30,7.14,15.7,34.6
HMCM Bandara,ODI,6,30,4.97,32.33,45.47
T Wangchuk,T20I,0,30,7.35,24.0,47.11
TL Chatara,Test,3,30,2.39,24.27,81.17
N Shree Charani,ODI,6,30,5.68,34.37,47.2
JE Root,ODI,6,30,5.9,55.93,39.88
B Lee,T20I,5,30,7.62,23.8,43.95
Marufa Akter,T20I,0,30,6.39,23.43,51.52
TM Head,ODI,6,30,5.76,37.9,42.78
CM Greechan,T20I,7,30,3.52,8.9,61.1
M Upadhayay,T20I,7,30,4.57,8.53,59.82
ND Laegsgaard,T20I,7,30,5.79,14.77,51.63
JA Burrows,T20I,0,30,7.64,16.63,40.56
JN Loftie-Eaton,ODI,1,30,5.26,23.27,51.26
SW Tait,T20I,0,30,7.43,19.93,50.52
Muhammad Wafiq,T20I,5,30,7.55,27.73,43.87
Abu Jayed,Test,3,30,3.4,37.27,74.38
ST Gabriel,ODI,6,30,6.14,36.27,50.14
JA Morkel,T20I,5,30,8.08,27.6,35.93
Bismah Maroof,T20I,0,30,6.06,19.77,34.41
J Shaju,T20I,0,30,7.67,17.03,42.5
D Klein,T20I,0,30,6.06,17.87,52.54
O Thomas,ODI,6,30,6.67,33.03,52.58
Nazmul Hossain,ODI,6,30,5.22,32.23,58.96
SR Patil,T20I,0,30,7.02,17.37,43.82
DT Tiripano,ODI,6,30,5.86,40.93,50.12
D Parashar,T20I,0,30,6.75,21.37,45.26
CJ Chibhabha,ODI,6,30,5.91,45.7,51.44
B Lee,IPL,6,30,7.4,36.5,45.05
Habib Khan,T20I,0,30,6.94,17.23,46.53
Milind Kumar,ODI,7,30,4.27,17.4,57.71
MB Tambe,T20I,0,30,7.08,19.17,39.22
Ahmed Raza,T20I,5,30,6.49,29.5,39.12
MS Panesar,ODI,6,30,4.5,32.67,55.43
KA Jamieson,ODI,6,30,5.29,32.67,59.98
Mohammad Nawaz,PSL,5,30,9.18,33.67,31.67
IJR Zwilling,ODI,7,29,3.43,13.9,70.45
Washington Sundar,ODI,6,29,4.95,28.86,51.53
AJ Hall,Test,3,29,3.23,33.55,74.03
Waqas Ahmad,T20I,0,29,7.1,14.24,43.55
Imran Haider,ODI,1,29,5.32,24.62,51.74
Rubel Hossain,T20I,5,29,9.43,29.03,32.84
C de Grandhomme,ODI,6,29,4.78,41.93,53.74
CA Soper,T20I,0,29,7.01,16.72,42.41
Waqas Maqsood,PSL,5,29,8.58,20.86,32.86
AA Rahayu,T20I,7,29,5.72,13.17,53.12
B Stanlake,T20I,0,29,7.75,18.76,49.17
J Overton,T20I,0,29,8.22,16.45,44.25
SPD Smith,ODI,6,29,5.41,33.48,42.75
P Malav,T20I,0,29,7.63,19.03,36.18
Imran Khan (2),Test,3,29,3.35,31.62,75.11
W O'Rourke,ODI,6,29,5.63,31.79,57.13
NK Patel,T20I,7,29,5.65,12.41,50.0
B Ito-Davis,T20I,7,29,4.31,7.83,59.49
SJ Coyte,T20I,7,29,5.32,12.48,48.77
P Vastrakar,ODI,6,29,5.48,35.55,55.94
PADLR Sandakan,ODI,6,29,6.17,53.07,42.25
Gulsan Jha,T20I,0,29,7.29,21.79,40.38
SR Watson,PSL,5,29,8.27,21.1,35.59
OF Smith,T20I,5,29,10.2,26.62,30.4
W Nalisa,T20I,0,29,7.24,19.28,39.09
Sasha Azmi,T20I,7,29,4.48,12.72,55.87
D Brown,ODI,6,29,4.99,31.9,60.34
Saad Bin Zafar,ODI,6,29,4.23,36.55,56.29
Usman Qadir,T20I,5,29,8.07,19.07,39.17
